"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","body_shape","body_shape_ordinal","shape_eel_like","shape_elongated","shape_fusiform","shape_globiform","shape_compressiform","shape_depressiform","l_min_TL","l_max_TL","l_min","l_min_type","l_max","l_max_type","l_note","l_ref","l_url","l_ref2","l_url2","l_ref3","l_url3","l_ref4","l_url4","phys_defense","defense_spines_num","defense_spines","exoskeleton","exoskeleton_note","transparent","col_disrupt","col_disrupt_type","silver","countershade","countershade_silver_note","countershade_ref","countershade_url","silver_ref","silver_url","photophore_num","photophore","photophore_note","photophore_ref","photophore_url","photophore_ref2","photophore_url2","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4","TL_BH","SL_BH","TL_TH","SL_TH","SL_TL","eye_TL","sd_TL_BH","sd_SL_BH","sd_TL_TH","sd_SL_TH","sd_SL_TL","sd_eye_TL","n_TL_BH","n_SL_BH","n_TL_TH","n_SL_TH","n_SL_TL","n_eye_TL"
"Malacostraca","Decapoda","Crangonidae","Crangon","Crangon nigricauda",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,0.7,2,0.7,"TL",2,"TL",NA,"Wahle, R. A. The Feeding Ecology of Crangon franciscorum and Crangon nigricauda in San Francisco Bay, California. Journal of Crustacean Biology 5, 311–326 (1985).","10.2307/1547879",NA,NA,NA,NA,NA,NA,1,0,0,1,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28399446666916,5.03977268478708,2.98853149837307,2.39680660016714,0.802001451706946,0.0678363616892157,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
"Actinopterygii","Perciformes","Nomeidae","Cubiceps","Cubiceps capensis",NA,"species","adult","fusiform",3,0,0,1,0,0,0,NA,101,NA,NA,101,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Cubiceps-capensis.html",NA,NA,NA,NA,NA,NA,1,15,1,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36444781004189,3.69373118039709,2.92851050715679,2.46786597605978,0.846594016997028,0.0550284965003339,0.201420688356892,0.162681435701699,0.317590053570624,0.296867419801476,0.0216783412429935,0.00847110467275623,6,6,5,5,6,6
"Actinopterygii","Perciformes","Nomeidae","Cubiceps","Cubiceps capensis",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,1,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Nomeidae","Cubiceps","Cubiceps capensis",NA,"species","larva","fusiform",3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Nomeidae","Cubiceps","Cubiceps gracilis",NA,"species","adult","fusiform",3,0,0,1,0,0,0,49.475,107,49.475,"TL",107,"TL","Average of estimated Length at 50% maturity of males and females, 50.57 and 48.38, respectively.","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Cubiceps-gracilis.html","Alejo-Plata, C., Díaz-Jaimes, P. & Salgado-Ugarte, I. H. Sex ratios, size at sexual maturity, and spawning seasonality of dolphinfish (Coryphaena hippurus) captured in the Gulf of Tehuantepec, Mexico. Fisheries Research 110, 207–216 (2011).","10.1016/j.fishres.2011.04.008",NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Cubiceps-gracilis.html",NA,NA,NA,NA,NA,NA,4.70501050417852,3.74583139483873,3.17405004530027,2.51163099001674,0.796390424852737,0.0648165101356274,0.617227368259752,0.477114181626829,1.25733819587342,0.985952902200593,0.00586452758074868,0.00412949321268446,4,4,2,2,4,4
"Actinopterygii","Perciformes","Nomeidae","Cubiceps","Cubiceps gracilis",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,1.46,49.475,1.46,"TL",49.475,"TL","Smallest recorded","Battaglia, P. et al. Feeding habits of juvenile fishes belonging to three medusivorous species (Centrolophidae and Nomeidae) from the Strait of Messina (central Mediterranean Sea). Marine Biology Research 10, 927–933 (2014).","10.1080/17451000.2013.863357",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Cubiceps-gracilis.html",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Nomeidae","Cubiceps","Cubiceps gracilis",NA,"species","larva","fusiform",3,0,0,1,0,0,0,NA,1.46,NA,NA,1.46,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Nomeidae","Cubiceps","Cubiceps pauciradiatus",NA,"species","adult","fusiform",3,0,0,1,0,0,0,NA,20,NA,NA,20,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Cubiceps-pauciradiatus.html",NA,NA,NA,NA,NA,NA,1,13.5,1,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56836672675342,3.77463069368633,3.1233332155369,2.59076248450488,0.826186562516286,0.0741774131177847,0.0891182332053422,0.113708798908621,0.737083116456761,0.591419134276705,0.0151542157346495,0.00777859926977007,6,6,3,3,6,6
"Actinopterygii","Perciformes","Nomeidae","Cubiceps","Cubiceps pauciradiatus",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13.5,1,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Nomeidae","Cubiceps","Cubiceps pauciradiatus",NA,"species","larva","fusiform",3,0,0,1,0,0,0,NA,NA,0.21,"SL",0.86,"SL",NA,"Lespilette, M., Stéquert, B. & Marec, L. Age and growth of Cubiceps pauciradiatus larvae (Nomeidae) from the eastern tropical Atlantic Ocean. Cybium 27, 269–274 (2003).","https://www.researchgate.net/profile/Magali-Lespilette/publication/279598546_Age_and_growth_of_Cubiceps_pauciradiatus_larvae_Nomeidae_from_the_eastern_tropical_Atlantic_Ocean/links/56baf86708ae3af6847d93e8/Age-and-growth-of-Cubiceps-pauciradiatus-larvae-Nomeidae-from-the-eastern-tropical-Atlantic-Ocean.pdf",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Scyphozoa","Semaeostomeae","Cyaneidae","Cyanea","Cyanea capillata","Cyanea capillata","species","adult","globiform",6,0,0,0,1,0,0,1,229,1,"BD",229,"WD","transition to adult bell morphology at 1 cm","Palomares, M. L. D. & Pauly, D. SeaLifeBase. SeaLifeBase https://www.sealifebase.ca/ (2023).","https://www.sealifebase.se/summary/Cyanea-capillata.html","Higgins, J. E., Ford, M. D. & Costello, J. H. Transitions in Morphology, Nematocyst Distribution, Fluid Motions, and Prey Capture During Development of the Scyphomedusa Cyanea capillata. The Biological Bulletin 214, 29–41 (2008).","10.2307/25066657",NA,NA,NA,NA,1,1,1,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Encyclopedia of Life. https://eol.org/ (2023).","https://eol.org/pages/46554310/data?predicate_id=2721#trait_id=R573-PK210295046",NA,NA,NA,NA,NA,NA,1.91739910784218,1.91739910784218,1.91739910784218,1.91739910784218,1,0,0.366793904466647,0.366793904466647,0.366793904466647,0.366793904466647,0,0,6,6,6,6,6,6
"Scyphozoa","Semaeostomeae","Cyaneidae","Cyanea","Cyanea capillata","Cyanea capillata","species","juvenile","globiform",6,0,0,0,1,0,0,0.5,1,0.5,"BD",1,"BD",NA,"Higgins, J. E., Ford, M. D. & Costello, J. H. Transitions in Morphology, Nematocyst Distribution, Fluid Motions, and Prey Capture During Development of the Scyphomedusa Cyanea capillata. The Biological Bulletin 214, 29–41 (2008).","10.2307/25066657",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Encyclopedia of Life. https://eol.org/ (2023).","https://eol.org/pages/46554310/data?predicate_id=2721#trait_id=R573-PK210295046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scyphozoa","Semaeostomeae","Cyaneidae","Cyanea","Cyanea capillata","Cyanea capillata","species","larva","globiform",6,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Cymatogaster aggregata",NA,"species","adult","compressiform",4,0,0,0,0,1,0,5,20.3,5,"TL",20.3,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Cymatogaster-aggregata.html","Shaw, E. Evidence of Sexual Maturation in Young Adult Shiner Perch, Cymatogaster aggregata Gibbons (Perciformes, Embiotocidae). American museum Novitates 2479, 1–10 (1971).","https://digitallibrary.amnh.org/items/9374171e-f90b-4ee8-81e4-732869d3d3b6",NA,NA,NA,NA,1,12,1,0,NA,0,1,"stripes",1,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Cymatogaster-aggregata.html",NA,NA,NA,NA,NA,NA,3.15000114304272,2.50780682217532,NA,NA,0.796069697673337,0.0738456376905071,0.350257639941566,0.292564086300725,NA,NA,0.0289203153484286,0.00907659739499238,6,6,0,0,6,6
"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Cymatogaster aggregata",NA,"species","juvenile","compressiform",4,0,0,0,0,1,0,NA,5,NA,NA,5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,0,1,"stripes",1,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Cymatogaster-aggregata.html",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris","Cyphocaris faurei",NA,"species","adult","globiform",6,0,0,0,1,0,0,1.8,3,1.8,"TL",3,"TL",NA,"Zooplankton of the South Atlantic Ocean. Zooplankton of the South Atlantic Ocean - Linnaeus NG https://sat-zooplankton.linnaeus.naturalis.nl/linnaeus_ng/app/views/introduction/topic.php?id=3441&epi=23 (2023).","https://sat-zooplankton.linnaeus.naturalis.nl/linnaeus_ng/app/views/species/taxon.php?id=26706",NA,NA,NA,NA,NA,NA,1,0,0,1,NA,0,1,"bioluminescence",0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59156382903365,4.05232593048539,2.34386288487747,2.07170145470431,0.88299002775248,NA,0.401930680992594,0.309682247670215,0.42523623134112,0.39856212938973,0.00984817747889738,NA,2,2,2,2,2,0
"Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena","Dactyloptena orientalis",NA,"species","adult","elongated",2,0,1,0,0,0,0,NA,40,NA,NA,40,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Dactyloptena-orientalis.html",NA,NA,NA,NA,NA,NA,1,7,1,0,NA,0,1,"pattern and spots",0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46867325491613,5.48302389792716,1.7615781226613,1.47990020935893,0.844378650229534,0.0834714313734902,1.07584397951593,1.05713706843027,0.848529336718596,0.717658952429663,0.0426808728507989,0.0263681977055273,6,6,5,5,6,6
"Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena","Dactyloptena orientalis",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,0,NA,0,1,"pattern and spots",0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena","Dactyloptena orientalis",NA,"species","larva","elongated",2,0,1,0,0,0,0,0.376,1.735,0.376,"TL",1.735,"TL","Min is smallest larva I observed, max is largest.","Jones, S. & Kumaran, M. Notes on eggs, larvae and juveniles of fishes from Indian waters. XV. Pegasus volitans Linnaeus. XVI Dactyloptena orientalis (Cuvier and Valenciennes) and XVII, Dactyloptena macracanthus (Bleeker). Indian Journal of Fisheries 11, 232–246 (1964).","http://eprints.cmfri.org.in/2141/1/Article_14.pdf",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"pattern and spots",0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Myctophiformes","Myctophidae","Dasyscopelus","Dasyscopelus asper",NA,"species","adult","elongated",2,0,1,0,0,0,0,7,8.5,7,"TL",8.5,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Dasyscopelus-asper.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"14",1,NA,"Nafpaktitus, B. G. et al. Order Iniomi (Myctophiformes): Part 7. Fishes of the Western North Atlantic - Sears Foundation for Marine Research Memoir 1, 1–298 (2018).","https://books.google.ca/books?id=KMqJDwAAQBAJ&dq=Hygophum+hygomii+photophores&source=gbs_navlinks_s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01882297589955,4.2989603081086,2.32089439459859,1.89553683998209,0.85752350548991,0.0785180821346682,0.270533943223986,0.231179543223539,0.0104021175496274,0.153780724233001,0.0426718713141048,0.0105451334705044,6,6,2,2,6,6
"Actinopterygii","Myctophiformes","Myctophidae","Dasyscopelus","Dasyscopelus asper",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,7,NA,NA,7,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Myctophiformes","Myctophidae","Dasyscopelus","Dasyscopelus asper",NA,"species","larva","elongated",2,0,1,0,0,0,0,0.36,1.54,0.36,"BL",1.54,"BL",NA,"Sassa, C. & Kawaguchi, K. Larval feeding habits of Diaphus garmani and Myctophum asperum (Pisces: Myctophidae) in the transition region of the western North Pacific. Mar. Ecol. Prog. Ser. 278, 279–290 (2004).","10.3354/meps278279",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Carangidae","Decapterus","Decapterus macarellus",NA,"species","adult","fusiform",3,0,0,1,0,0,0,28.4836847673484,46,24.5,"SL",46,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Decapterus-macarellus.html",NA,NA,NA,NA,NA,NA,1,12,1,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21135981976042,4.48043331248871,3.51143438391264,2.99023287671501,0.860141523125019,0.0534379996856572,0.380194462252527,0.302736583226939,0.753393379646149,0.67629361740523,0.0164602071812502,0.004553202875586,9,9,4,4,9,9
"Actinopterygii","Perciformes","Carangidae","Decapterus","Decapterus macarellus",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,1.5,29.3984842386378,1.5,"TL",24.5,"SL",NA,"Honebrink, R. R. A review of the biology of the family Caranigidae, with emphasis on species found in Hawaiian waters. DAR Technical Report 20, (2000).","https://dlnr.hawaii.gov/dar/files/2015/08/ulua01.pdf",NA,NA,NA,NA,NA,NA,1,12,1,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Carangidae","Decapterus","Decapterus macarellus",NA,"species","larva","fusiform",3,0,0,1,0,0,0,0.22,1.5,0.22,"TL",1.5,"TL",NA,"Baensch, F. Mackerel Scad Culture. Frank Baensch - Fish Culture & Photography https://www.frankbaensch.com/marine-aquarium-fish-culture/my-research/mackerel-scad-culture/ (2023).","https://www.frankbaensch.com/marine-aquarium-fish-culture/my-research/mackerel-scad-culture/",NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Carangidae","Decapterus","Decapterus macrosoma",NA,"species","adult","fusiform",3,0,0,1,0,0,0,17.6,35,17.6,"TL",35,"TL","Common length is TL","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Decapterus-macrosoma.html",NA,NA,NA,NA,NA,NA,1,12,1,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91040197007838,5.09256343641243,2.91883826015431,2.5158898905939,0.861187129440701,0.0599157525191535,0.918153161176201,0.817196523636873,0.363802972836718,0.3382773054756,0.0237365633150862,0.00839213539553837,6,6,6,6,6,6
"Actinopterygii","Perciformes","Carangidae","Decapterus","Decapterus macrosoma",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,NA,17.6,NA,NA,17.6,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,1,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Perciformes","Carangidae","Decapterus","Decapterus macrosoma",NA,"species","larva","fusiform",3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema","Desmodema lorum","Desmodema lorum","species","adult","elongated",2,0,1,0,0,0,0,NA,114,NA,NA,114,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Desmodema-lorum.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93210144478204,10.4052908166429,NA,NA,1.04764242235055,0.0265342594037771,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema","Desmodema lorum","Desmodema lorum","species","juvenile","elongated",2,0,1,0,0,0,0,6.05365975021147,NA,2.48,"SL",NA,NA,"minimum length is from one observation of prejuvenile","Amaoka, K. et al. Larval and Juvenile Fishes Collected from the Northern Pacific Ocean by T/S OSHORO-MARU：Part 1: Salmoniformes, Clupeiformes, Myctophiformes, Cyprinodontiformes, Lophiiformes and Lampriformes. Bull. Fac. Fish. Hokkaido Univ. 43, 1–23 (1992).","https://eprints.lib.hokudai.ac.jp/dspace/bitstream/2115/24088/1/43(1)_P1-23.pdf",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91933185142609,3.65397856904065,8.68987960206397,3.55997897178906,0.409669539143386,0.0295977984619482,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema","Desmodema lorum","Desmodema lorum","species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema","Desmodema polystictum",NA,"species","adult","eel-like",1,1,0,0,0,0,0,NA,110,NA,NA,110,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Desmodema-polystictum.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"spots",1,1,NA,"Fishes of Australia. Fishes of Australia - Museums Victoria https://fishesofaustralia.net.au/ (2023).","https://fishesofaustralia.net.au/home/species/1871","Fishes of Australia. Fishes of Australia - Museums Victoria https://fishesofaustralia.net.au/ (2023).","https://fishesofaustralia.net.au/home/species/1871","0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Desmodema-polystictum.html",NA,NA,NA,NA,NA,NA,7.62030265967666,7.43358422224839,6.20132481950858,6.06656107740463,0.975784512041532,0.0370978609021907,1.88362522877623,1.87653578215766,0.232417544361917,0.0418328325623604,0.0275055598080169,0.00687384704106438,6,6,2,2,6,6
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema","Desmodema polystictum",NA,"species","juvenile","eel-like",1,1,0,0,0,0,0,2.75,NA,2.75,"TL",NA,NA,"Pre-juvenile described here","Amaoka, K. et al. Larval and Juvenile Fishes Collected from the Northern Pacific Ocean by T/S OSHORO-MARU：Part 1: Salmoniformes, Clupeiformes, Myctophiformes, Cyprinodontiformes, Lophiiformes and Lampriformes. Bull. Fac. Fish. Hokkaido Univ. 43, 1–23 (1992).","https://eprints.lib.hokudai.ac.jp/dspace/bitstream/2115/24088/1/43(1)_P1-23.pdf",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"spots",1,1,NA,"Fishes of Australia. Fishes of Australia - Museums Victoria https://fishesofaustralia.net.au/ (2023).","https://fishesofaustralia.net.au/home/species/1871","Fishes of Australia. Fishes of Australia - Museums Victoria https://fishesofaustralia.net.au/ (2023).","https://fishesofaustralia.net.au/home/species/1871","0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Desmodema-polystictum.html",NA,NA,NA,NA,NA,NA,3.45132867060746,3.15288584926269,1.97156108703703,1.80227466994635,0.914586859975241,0.0657136168548735,0.179105151139637,0.108417426899966,0.362895493097964,0.330831025271204,0.0336001183780015,0.0100534365534597,5,5,5,5,5,5
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema","Desmodema polystictum",NA,"species","larva","fusiform",3,0,0,1,0,0,0,NA,2.75,NA,NA,2.75,"TL","Pre-juvenile described here","Amaoka, K. et al. Larval and Juvenile Fishes Collected from the Northern Pacific Ocean by T/S OSHORO-MARU：Part 1: Salmoniformes, Clupeiformes, Myctophiformes, Cyprinodontiformes, Lophiiformes and Lampriformes. Bull. Fac. Fish. Hokkaido Univ. 43, 1–23 (1992).","https://eprints.lib.hokudai.ac.jp/dspace/bitstream/2115/24088/1/43(1)_P1-23.pdf",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
