"class","order","family","genus","sci_name","tax_level","life_stage","depth_min","depth_max","temp_min","temp_max","temp_mean","vert_habitat","vert_benthic","vert_demersal","vert_epipelagic","vert_mesopelagic","vert_bathypelagic","horz_habitat","horz_intertidal","horz_reef","horz_coastal","horz_continental_shelf","horz_continental_slope","horz_oceanic","diel_migrant","refuge","season_migrant","body_shape","l_min_TL","l_max_TL","phys_defense","defense_spines","exoskeleton","transparent","col_disrupt","silver","countershade","photophore","gregarious","gregarious_solitary","gregarious_shoaling","gregarious_schooling","trophic_level","IUCN_status","commercial","recreational","lipid","protein","energy","lipid_pacific","protein_pacific","energy_pacific","TL_BH","SL_BH","TL_TH","SL_TH","SL_TL","eye_TL"
"Cephalopoda","Octopoda","Eledonidae","Eledone","Eledone cirrhosa","species","adult",5,500,6.8,14.3,9.7,"benthic",1,1,0,0,0,"continental shelf",0,0,1,1,0,0,1,1,1,"fusiform",11.1,55,0,0,0,0,1,0,0,0,"solitary",1,0,0,3.7,"LC",1,0,2.8,16.2,4.7,NA,NA,NA,4.53636848852893,1.36413009113535,4.53636848852893,1.36413009113535,0.298527350690224,0.036985363042043
"Cephalopoda","Octopoda","Eledonidae","Eledone","Eledone cirrhosa","species","juvenile",5,500,6.8,14.3,9.7,"benthic",1,1,0,0,0,"continental shelf",0,0,1,1,0,0,1,1,0,"fusiform",1.92894070331856,11.1,0,0,0,0,1,0,0,0,"solitary",1,0,0,NA,"LC",0,0,2.8,16.2,4.7,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Cephalopoda","Octopoda","Eledonidae","Eledone","Eledone cirrhosa","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"continental shelf",0,0,1,1,0,0,1,0,0,"globiform",NA,NA,0,0,0,1,1,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Embassichthys","Embassichthys bathybius","species","adult",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.38460194640733,2.08971680154031,2.0383118860415,1.78607607866939,0.876119189499932,0.0414226045622088
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Embassichthys","Embassichthys bathybius","species","juvenile",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.48055936011856,2.11265451852861,2.07716041432608,1.76900222130427,0.851999247858785,0.0636195899597804
"Malacostraca","Decapoda","Hippidae","Emerita","Emerita spp.","genus",NA,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,NA,NA,2.04875627,NA,NA,2.04875627,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis capensis","species","adult",NA,450,10.2,16.7,13.7,"epipelagic",0,0,1,0,0,"coastal",0,0,1,0,0,0,1,0,1,"elongated",9.5,20.2124047545927,0,0,0,0,0,1,1,0,"schooling",0,1,1,3,"LC",1,0,4.231,19.7,5.13,NA,NA,NA,5.44691662214013,4.58088757311878,2.56672429592037,2.15863773814133,0.841067661488285,0.0652579846829429
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis capensis","species","juvenile",NA,450,10.2,16.7,13.7,"epipelagic",0,0,1,0,0,"coastal",0,0,1,0,0,0,1,0,1,"elongated",NA,9.5,0,0,0,0,0,1,1,0,"schooling",0,1,1,NA,"LC",0,0,4.231,19.7,5.13,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis capensis","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"coastal",0,0,1,0,0,0,1,0,1,"elongated",NA,NA,0,0,0,1,0,1,1,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","species","adult",0,400,7.1,18,10.8,"epipelagic",0,0,1,0,0,"coastal",0,0,1,1,0,0,1,0,1,"elongated",11.4234686095033,23.5535435247491,0,0,0,0,0,1,1,0,"schooling",0,0,1,3.12,"LC",1,0,3.4,19.6,5.39875,NA,NA,NA,6.72879463123401,5.71635270644789,3.81990467951213,3.2267567370938,0.849129133329125,0.0483216472803161
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","species","juvenile",0,400,7.1,18,10.8,"epipelagic",0,0,1,0,0,"coastal",0,0,1,1,0,0,1,0,1,"elongated",1.75577345766565,11.3540016929045,0,0,0,0,0,1,1,0,"schooling",0,0,1,NA,"LC",0,0,3.4,19.6,5.39875,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"coastal",0,0,1,1,0,0,1,0,1,"elongated",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis japonicus","species","adult",0,400,8.1,23.3,18.4,"epipelagic",0,0,1,0,0,"coastal",0,0,1,1,0,1,1,0,1,"elongated",7.955,18,0,0,0,0,1,1,1,0,"schooling",0,0,1,3.14,"LC",1,0,6.25,17.45,5.22651428571429,7.7,18.3,5.24766666666667,6.26684961558926,5.27939901069726,4.1531517930218,3.48042495371437,0.843716614900789,0.0537760888707213
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis japonicus","species","juvenile",0,400,8.1,23.3,18.4,"epipelagic",0,0,1,0,0,"continental shelf",0,0,1,1,0,1,0,0,1,"elongated",2.34103127688753,7.955,0,0,0,0,1,1,1,0,"schooling",0,0,1,NA,"LC",0,0,6.25,17.45,5.22651428571429,7.7,18.3,5.24766666666667,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis japonicus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"continental shelf",0,0,1,1,0,1,0,0,1,"elongated",0.29,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","species","adult",0,310,7.6,14.9,9,"epipelagic",0,0,1,0,0,"coastal",0,0,1,1,0,0,1,0,1,"elongated",11.2768785385743,29.1319362246502,0,0,0,0,0,1,1,0,"schooling",0,0,1,3.1,"LC",1,0,5.09364014796241,16.5189002523685,5.59659071346439,4.84988537178686,16.6548452649869,5.577755481301,5.94195536299165,5.05055824449911,3.65170239363181,3.11758245722719,0.851299405873863,0.0507285341763106
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","species","juvenile",0,310,7.6,14.9,9,"epipelagic",0,0,1,0,0,"coastal",0,0,1,1,0,0,1,0,1,"elongated",4.68206255377505,11.2369501290601,0,0,0,0,0,1,1,0,"schooling",0,0,1,NA,"LC",0,0,5.09364014796241,16.5189002523685,5.59659071346439,4.84988537178686,16.6548452649869,5.577755481301,7.71682696068312,6.59466180984335,4.76056290186825,4.04755812653285,0.854324339766644,0.0550627493275818
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"coastal",0,0,1,1,0,0,1,0,1,"elongated",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus","Entelurus aequoreus","species","adult",5,100,7.3,12.5,10.1,"demersal",0,1,1,0,0,"continental shelf",0,0,0,1,0,1,0,1,1,"eel-like",NA,60,0,0,0,0,1,0,0,0,"solitary",1,1,0,3.53999996,"LC",0,0,1.9,14.7,4.7,NA,NA,NA,43.6346062047949,43.6346062047949,32.1641043239533,32.1641043239533,1,0.011636577001968
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus","Entelurus aequoreus","species","juvenile",5,100,7.3,12.5,10.1,"epipelagic",0,0,1,0,0,"continental shelf",0,0,0,1,0,1,0,0,1,"eel-like",NA,NA,0,0,0,0,1,0,0,0,"shoaling",0,1,0,NA,"LC",0,0,1.9,14.7,4.7,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus","Entelurus aequoreus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"continental shelf",0,0,0,1,0,1,0,0,1,"eel-like",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus","species","adult",0,1508,0.8,6.3,2.7,"demersal",0,1,0,1,1,"coastal",0,0,1,0,0,1,NA,1,1,"elongated",14,76,0,0,0,0,0,1,1,0,"solitary",1,0,0,4.5,"NE",1,0,21.9,NA,NA,NA,NA,NA,16.8095800612404,16.8095800612404,17.4952409518096,17.4952409518096,1,0.0261931108692428
"Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus","species","juvenile",0,1508,0.8,6.3,2.7,"demersal",0,1,0,1,0,"coastal",0,0,1,0,0,1,0,1,1,"elongated",NA,30,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,"NE",1,0,21.9,NA,NA,NA,NA,NA,15.3082234055968,15.1559000343779,13.0733265256401,12.940708218416,0.990543149420922,0.0332683050321043
"Petromyzonti","Petromyzontiformes","Petromyzontidae","Entosphenus","Entosphenus tridentatus","species","larva",NA,NA,NA,NA,NA,"demersal",0,1,1,1,0,"freshwater",0,0,0,0,0,0,NA,1,0,"elongated",NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Eopsetta","Eopsetta jordani","species","adult",0,550,1,8.6,5,"benthic",1,1,0,0,0,"continental shelf",0,0,0,1,0,1,0,1,1,"depressiform",44,53,0,0,0,0,1,0,0,0,"solitary",1,0,0,4.1,"LC",1,1,4.9,15.9,4.5144,NA,NA,NA,2.52077596404908,2.18741949888064,1.82941325052538,1.58701793179221,0.86754557084548,0.029464010580175
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Eopsetta","Eopsetta jordani","species","juvenile",0,550,1,8.6,5,"epipelagic",0,0,1,0,0,"continental shelf",0,0,0,1,0,1,0,0,1,"depressiform",7.34732352948232,44,0,0,0,0,1,0,0,0,"shoaling",0,1,0,NA,"LC",0,0,4.9,15.9,4.5144,NA,NA,NA,3.04781292722095,2.48891688108557,1.99784769507709,1.63149017766299,0.816623900652263,0.0617084206608818
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Eopsetta","Eopsetta jordani","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"continental shelf",0,0,0,1,0,0,0,0,1,"elongated",NA,NA,0,0,0,0,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Myxini","Myxiniformes","Myxinidae","Eptatretus","Eptatretus stoutii","species","adult",16,996,5.8,9.4,7.1,"demersal",0,1,0,1,0,"continental shelf",0,0,0,1,1,1,0,1,0,"elongated",42,63.5,0,0,0,0,0,0,0,0,"shoaling",0,1,0,4.2,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,15.196902772752,14.9477421559023,15.196902772752,14.9477421559023,0.98333967047305,0
"Myxini","Myxiniformes","Myxinidae","Eptatretus","Eptatretus stoutii","species","juvenile",16,996,5.8,9.4,7.1,"demersal",0,1,0,1,0,"continental shelf",0,0,0,1,1,1,0,1,0,"elongated",NA,42,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Myxini","Myxiniformes","Myxinidae","Eptatretus","Eptatretus stoutii","species","larva",NA,NA,NA,NA,NA,"mesopelagic",0,0,1,1,0,"continental shelf",0,0,0,1,1,0,0,NA,0,"elongated",NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis","Eucleoteuthis luminosa","species","adult",0,1300,2.7,19.2,11.9,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,0,0,1,1,0,1,"elongated",15.3836354136492,36.7587919884038,0,0,0,0,1,0,0,1,"schooling",0,1,1,4.1,"LC",0,0,1.5,NA,NA,1.5,NA,NA,6.65779074673977,4.10169517840412,2.58851143999059,1.6909988007865,0.617539336090291,0.0431757062823878
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis","Eucleoteuthis luminosa","species","juvenile",0,1300,2.7,19.2,11.9,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,0,0,1,1,0,1,"elongated",2.18493167551232,16.7393959011024,0,0,0,0,1,0,0,1,"schooling",0,1,1,NA,"LC",0,0,1.5,NA,NA,1.5,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis","Eucleoteuthis luminosa","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"oceanic",0,0,0,0,0,1,0,0,1,"fusiform",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia gibboides","species","juvenile",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia mutica","species","juvenile",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia pacifica","species","adult",100,1000,1.4,6.7,3.7,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,0,1,1,1,0,1,"elongated",1.1,2.5,1,1,1,0,0,0,0,1,"schooling",0,0,1,2.32,"NE",1,0,2.148710921875,12.31323886,3.09097332428571,2.148710921875,12.31323886,3.09097332428571,10.5898904840173,8.89331295474063,10.5898904840173,8.89331295474063,0.839843473229237,0.0600867421253654
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia pacifica","species","juvenile",100,1000,1.4,6.7,3.7,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,0,1,1,1,0,1,"elongated",NA,1.1,1,1,1,0,0,0,0,1,"schooling",0,0,1,NA,"NE",0,0,2.148710921875,12.31323886,3.09097332428571,2.148710921875,12.31323886,3.09097332428571,8.09789817614357,6.64412854774212,3.96564653062199,3.25371655104063,0.820475684334454,0.0755500420040288
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia pacifica","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,0,1,1,0,0,1,"globiform",NA,NA,1,0,1,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia recurva","species","juvenile",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes arcticus","species","adult",180,4500,NA,NA,NA,"demersal",0,1,0,1,0,"continental shelf",0,0,0,1,1,0,1,1,1,"elongated",NA,1.4,1,0,1,1,0,0,0,0,"schooling",0,0,1,3.2,"NE",0,0,9.4,15.5,NA,NA,NA,NA,8.8580992758633,7.25983249578522,6.29088285751851,5.14784394301273,0.820557585951111,0.0309819418689772
"Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes arcticus","species","juvenile",180,4500,NA,NA,NA,"demersal",0,1,0,1,0,"continental shelf",0,0,0,1,1,0,1,1,1,"elongated",NA,NA,1,0,1,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,9.4,15.5,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes arcticus","species","larva",NA,NA,NA,NA,NA,"mesopelagic",0,0,0,1,0,"continental shelf",0,0,0,1,1,0,1,0,1,"globiform",NA,NA,1,0,1,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes similis","species","adult",NA,750,NA,NA,NA,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,1,0,1,1,0,1,"elongated",0.58,5.4,1,0,1,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,3.4212748,10.8836676,4.184,3.4212748,10.8836676,4.184,8.23421273219414,6.83486463308391,4.97620748419916,4.1529846748181,0.832763026335911,0.0250970751388895
"Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes similis","species","juvenile",NA,750,NA,NA,NA,"epipelagic",0,0,1,1,0,"oceanic",0,0,0,1,0,1,1,0,1,"elongated",NA,0.58,1,0,1,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,3.4212748,10.8836676,4.184,3.4212748,10.8836676,4.184,10.0791277837859,7.87702651783923,5.81085999147993,4.54129555912283,0.781518667767151,0.0393533038792057
"Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes similis","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"oceanic",0,0,0,1,0,1,1,0,1,"globiform",NA,NA,1,0,1,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla","Eutrigla gurnardus","species","adult",10,340,7.3,13.5,10.1,"demersal",0,1,0,0,0,"continental shelf",0,0,0,1,0,0,0,1,1,"elongated",18.8,60,1,1,0,0,1,1,1,0,"shoaling",1,1,0,3.87,"NE",1,0,1.55,NA,NA,NA,NA,NA,6.40572232260977,5.26284643149606,3.00871605215935,2.4748431306016,0.821775902482851,0.0602178177136664
"Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla","Eutrigla gurnardus","species","juvenile",10,340,7.3,13.5,10.1,"demersal",0,1,0,0,0,"continental shelf",0,0,0,1,0,0,0,1,1,"elongated",3.65610666725421,18.8,1,1,0,0,1,1,1,0,"shoaling",1,1,0,NA,"NE",0,0,1.55,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla","Eutrigla gurnardus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"continental shelf",0,0,0,1,0,0,0,0,1,"elongated",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Decapoda","Pinnotheridae","Fabia","Fabia subquadrata","species","adult",0,220,NA,NA,NA,"benthic",1,0,1,1,0,"coastal",1,0,1,0,0,0,0,1,1,"globiform",1.96522320734419,4.04604777982627,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,"NE",0,0,NA,NA,3.57300604,NA,NA,3.57300604,3.34245434287851,1.12896111901268,2.50138827749984,0.845950778009385,0.346016675082397,0.0251216731876333
"Malacostraca","Decapoda","Pinnotheridae","Fabia","Fabia subquadrata","species","juvenile",0,220,NA,NA,NA,"benthic",1,0,1,0,0,"coastal",1,0,1,0,0,0,0,1,1,"globiform",0.175041176722854,0.915600001319544,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,"NE",0,0,NA,NA,3.57300604,NA,NA,3.57300604,NA,NA,NA,NA,NA,NA
"Hexanauplia","Cyclopoida","Corycaeidae","Farranula","Farranula gibbula","species","adult",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"continental shelf",0,0,0,1,0,1,1,0,1,"fusiform",NA,0.11,1,0,1,0,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,3.77559603155814,2.97603984935909,3.77559603155814,2.97603984935909,0.789886783462311,0.076180969174325
"Malacostraca","Decapoda","Penaeidae","Funchalia","Funchalia taaningi","species","adult",0,1550,6.9,17.4,10.5,"mesopelagic",0,0,0,1,1,"continental shelf",0,0,0,1,0,1,1,0,0,"elongated",1.24071633302755,2.85364756596338,1,1,1,0,0,0,0,0,"schooling",0,0,1,2.71,"NE",0,0,NA,NA,NA,NA,NA,NA,8.48547145125077,6.83964959450192,7.2384477966441,5.83471623990438,0.805986004520335,0.0340698839177075
"Malacostraca","Decapoda","Penaeidae","Funchalia","Funchalia woodwardi","species","adult",50,3000,6.4,12.2,9.9,"mesopelagic",0,0,1,1,1,"continental slope",0,0,0,0,1,1,1,0,0,"elongated",NA,16,1,1,1,0,0,0,0,0,"schooling",0,0,1,2.7,"NE",0,0,NA,NA,NA,NA,NA,NA,7.38437798243504,6.16140950676636,3.83634304781053,3.20362562361412,0.834755460910623,0.0345781124640352
"Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus chalcogrammus","species","adult",NA,1280,0.4,5.6,1.6,"demersal",0,1,1,1,0,"coastal",0,0,1,1,0,0,1,1,1,"fusiform",36.9,91,0,0,0,0,1,1,1,0,"schooling",0,0,1,3.6,"NE",1,0,-9999,-9999,-9999,-9999,-9999,-9999,5.54316513888871,4.80181582420373,3.22567864465399,2.79624731638297,0.865614998337794,0.0420145176525646
"Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus chalcogrammus","species","juvenile",NA,1280,0.4,5.6,1.6,"epipelagic",0,0,1,1,0,"coastal",0,0,1,1,0,0,1,0,1,"fusiform",3.76875237974362,36.9,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus chalcogrammus","species","larva",0,100,NA,NA,NA,"epipelagic",0,0,1,0,0,"coastal",0,0,1,1,0,0,1,0,NA,"elongated",NA,NA,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus macrocephalus","species","adult",10,1280,0.5,6.4,2.9,"epipelagic",0,0,1,1,0,"continental shelf",0,0,0,1,1,0,1,0,1,"fusiform",67,119,0,0,0,0,1,0,1,0,"schooling",0,0,1,4.2,"NE",1,1,1.96162,14.8742857142857,3.86730769230769,1.96162,14.8742857142857,3.86730769230769,4.63642682632029,3.97602821300716,3.39592697881232,2.91256015777455,0.85810649037154,0.0401083998614194
"Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus macrocephalus","species","juvenile",10,1280,0.5,6.4,2.9,"epipelagic",0,0,1,0,0,"coastal",0,0,1,0,0,0,1,1,NA,"fusiform",2.5,67,0,0,0,0,1,0,0,0,"schooling",0,0,1,NA,"NE",0,0,1.96162,14.8742857142857,3.86730769230769,1.96162,14.8742857142857,3.86730769230769,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus macrocephalus","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"coastal",0,0,1,0,0,0,1,0,1,"elongated",0.3,2.5,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"NE",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Gadiformes","Lotidae","Gaidropsarus","Gaidropsarus vulgaris","species","adult",20,120,7.1,12.6,9.6,"demersal",0,1,0,0,0,"continental shelf",0,0,0,1,0,1,0,1,0,"elongated",27,65,0,0,0,0,1,0,1,0,"solitary",1,0,0,3.47,"LC",1,0,2.6,17.2,5.5,NA,NA,NA,6.4651481241763,5.53023009793908,3.92907751745153,3.31148386752004,0.855757068784669,0.024239527685904
"Actinopterygii","Gadiformes","Lotidae","Gaidropsarus","Gaidropsarus vulgaris","species","juvenile",20,120,7.1,12.6,9.6,"demersal",0,1,0,0,0,"continental shelf",0,0,0,1,0,1,0,1,0,"elongated",2,27,0,0,0,0,1,0,0,0,"solitary",1,0,0,NA,"LC",0,0,2.6,17.2,5.5,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Gadiformes","Lotidae","Gaidropsarus","Gaidropsarus vulgaris","species","larva",NA,NA,NA,NA,NA,"epipelagic",0,0,1,0,0,"coastal",0,0,1,1,0,0,1,0,1,"elongated",0.285,2,0,0,0,1,0,0,0,0,"schooling",0,0,1,NA,"LC",0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
