"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","trait_note","trait_confidence","depth_min","depth_max","temp_min","temp_max","temp_mean","vert_habitat","vert_habitat_2","vert_habitat_3","horz_habitat","horz_habitat_2","horz_habitat_3","habitat_note","habitat_note2","habitat_ref","habitat_url","habitat_ref2","habitat_url2","habitat_ref3","habitat_url3","habitat_ref4","habitat_url4","DemersPelag","diel_migrant","diel_note","diel_note2","diel_ref","diel_url","diel_ref2","diel_url2","diel_ref3","diel_url3","refuge","refuge_note","refuge_ref","refuge_url","refuge_ref2","refuge_url2","refuge_ref3","refuge_url3","refuge_ref4","refuge_url4","season_migrant","season_note","season_ref","season_url","season_ref2","season_url2","season_ref3","season_url3","AnaCat","body_shape","l_min","l_min_type","l_max","l_max_type","l_note","l_ref","l_url","l_ref2","l_url2","l_ref3","l_url3","l_ref4","l_url4","defense_spines_num","exoskeleton","exoskeleton_note","transparent","col_disrupt","col_disrupt_type","silver","countershade","countershade_silver_note","countershade_ref","countershade_url","silver_ref","silver_url","photophore_num","photophore_note","photophore_ref","photophore_url","photophore_ref2","photophore_url2","gregarious_original","gregarious","gregarious_2","gregarious_3","gregarious_note","gregarious_ref","gregarious_url","gregarious_ref2","gregarious_url2","gregarious_ref3","gregarious_url3","trophic_level","troph_lev_se","troph_estimate","IUCN_status","fisheries_status","recreational","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4"
"Actinopterygii","Perciformes","Mullidae","Mullus","Mullus barbatus barbatus",NA,"species","juvenile","species level info, but not a lot out there","medium",10,328,13.1,15.9,14.2,"demersal",NA,NA,"continental shelf",NA,NA,NA,NA,"Mullus barbatus. Wikipedia https://en.wikipedia.org/w/index.php?title=Mullus_barbatus&oldid=1097871912 (2022).","https://en.wikipedia.org/w/index.php?title=Mullus_barbatus&oldid=1097871912",NA,NA,NA,NA,NA,NA,"demersal",0,"unlikely, as demersal and diurnal species",NA,NA,NA,NA,NA,NA,NA,1,"possibly the benthos",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Cherif, M., Zarrad, R., Gharbi, H., Missaoui, H. & Jarboui, O. Some biological parameters of the red mullet, Mullus barbatus L., 1758, from the Gulf of Tunis. Acta Adriatica 48, 131–144 (2007).","https://hrcak.srce.hr/file/29266","Mullus barbatus. Wikipedia https://en.wikipedia.org/w/index.php?title=Mullus_barbatus&oldid=1097871912 (2022).","https://en.wikipedia.org/w/index.php?title=Mullus_barbatus&oldid=1097871912",NA,NA,NA,"fusiform",4,"SL",11.4,"SL",NA,"Aguirre, H. Presence of dentition in the premaxilla of juvenile Mullus barbatus and M. surmuletus. Journal of Fish Biology 51, 1186–1191 (1997).","10.1111/j.1095-8649.1997.tb01135.x",NA,NA,NA,NA,NA,NA,9,0,NA,0,1,"pattern",1,1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"congregate","shoaling",NA,NA,"the juveniles move to the coast and become demersal, often congregating in estuaries, and sometimes swimming a short distance upstream","Mullus barbatus. Wikipedia https://en.wikipedia.org/w/index.php?title=Mullus_barbatus&oldid=1097871912 (2022).","https://en.wikipedia.org/w/index.php?title=Mullus_barbatus&oldid=1097871912",NA,NA,NA,NA,NA,NA,NA,"LC","none",0,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Mullus-barbatus-barbatus.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Agonidae","Podothecus","Podothecus accipenserinus","Podothecus accipenserinus; Agonus accipenserinus Tilesius, 1813; Phalangistes accipenserinus (Tilesius, 1813); Phalangistes acipenserinus Pallas, 1814; Podothecus peristethus Gill, 1862","species","juvenile","almost nothing known","low",2,710,0.2,6.6,3,"demersal","epipelagic",NA,"coastal","continental shelf","continental slope",NA,NA,"Munehara, H. The reproductive biology and early life stages of Podothecus sachi (Pisces: Agonidae). Fishery Bulletin 95, 612–619 (1997).","https://books.google.ca/books?hl=en&lr=&id=T4Ptb96Usf0C&oi=fnd&pg=PA612&dq=Podothecus+juvenile&ots=x93MB2dE8Y&sig=MWfsc92tbSLWb15NrQv6BOSt_d4&redir_esc=y#v=onepage&q=Podothecus%20juvenile&f=false",NA,NA,NA,NA,NA,NA,"demersal",NA,"similar features to adults, assuming this included migration",NA,"Munehara, H. The reproductive biology and early life stages of Podothecus sachi (Pisces: Agonidae). Fishery Bulletin 95, 612–619 (1997).","https://books.google.ca/books?hl=en&lr=&id=T4Ptb96Usf0C&oi=fnd&pg=PA612&dq=Podothecus+juvenile&ots=x93MB2dE8Y&sig=MWfsc92tbSLWb15NrQv6BOSt_d4&redir_esc=y#v=onepage&q=Podothecus%20juvenile&f=false",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"may be the same as adult, but unsure if this is a spawning migration",NA,NA,NA,NA,NA,NA,NA,"elongated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"has bony plates covering body",0,1,"pattern",0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,NA,"Love, M. S., Elder, N., Mecklenburg, C. W., Thorsteinson, L. K. & Mecklenburg, T. A. Chapter 3. Alaska Arctic Marine Fish Species Accounts. Alaska Arctic Marine Fish Ecology Catalog 41–48 (2016).","https://www.boem.gov/sites/default/files/boem-newsroom/Technical-Announcements/2016/Chapter-3l--Northern-Wolffish---Arctic-Sand-Lance.pdf",NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Agonidae","Podothecus","Podothecus accipenserinus","Podothecus accipenserinus; Agonus accipenserinus Tilesius, 1813; Phalangistes accipenserinus (Tilesius, 1813); Phalangistes acipenserinus Pallas, 1814; Podothecus peristethus Gill, 1863","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,"coastal","continental shelf","continental slope",NA,NA,"Munehara, H. The reproductive biology and early life stages of Podothecus sachi (Pisces: Agonidae). Fishery Bulletin 95, 612–619 (1997).","https://books.google.ca/books?hl=en&lr=&id=T4Ptb96Usf0C&oi=fnd&pg=PA612&dq=Podothecus+juvenile&ots=x93MB2dE8Y&sig=MWfsc92tbSLWb15NrQv6BOSt_d4&redir_esc=y#v=onepage&q=Podothecus%20juvenile&f=false",NA,NA,NA,NA,NA,NA,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"planktonic, inferred from Podothecus sachi","Munehara, H. The reproductive biology and early life stages of Podothecus sachi (Pisces: Agonidae). Fishery Bulletin 95, 612–619 (1997).","https://books.google.ca/books?hl=en&lr=&id=T4Ptb96Usf0C&oi=fnd&pg=PA612&dq=Podothecus+juvenile&ots=x93MB2dE8Y&sig=MWfsc92tbSLWb15NrQv6BOSt_d4&redir_esc=y#v=onepage&q=Podothecus%20juvenile&f=false",NA,NA,NA,NA,NA,NA,1,"appear to spawn seasonally in June and larvae are planktonic","Glubokov, A. I. & Orlov, A. M. Data on distribution and biology of poachers agonidae from the northwestern part of the Bering Sea. J. Ichthyol. 48, 426–442 (2008).","10.1134/S0032945208060039",NA,NA,NA,NA,NA,"elongated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,"planktonic, inferred from Podothecus sachi","Munehara, H. The reproductive biology and early life stages of Podothecus sachi (Pisces: Agonidae). Fishery Bulletin 95, 612–619 (1997).","https://books.google.ca/books?hl=en&lr=&id=T4Ptb96Usf0C&oi=fnd&pg=PA612&dq=Podothecus+juvenile&ots=x93MB2dE8Y&sig=MWfsc92tbSLWb15NrQv6BOSt_d4&redir_esc=y#v=onepage&q=Podothecus%20juvenile&f=false",NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Mysida",NA,NA,"Mysida spp.",NA,"order","adult",NA,NA,0,5000,NA,NA,NA,"benthic","epipelagic",NA,"oceanic","coastal",NA,"wikipedia",NA,"Mysida. Wikipedia https://en.wikipedia.org/w/index.php?title=Mysida&oldid=1136160023 (2023).","https://en.wikipedia.org/w/index.php?title=Mysida&oldid=1136160023",NA,NA,NA,NA,NA,NA,"pelagic",1,"""Most marine species are benthic by day but leave the seabed at night to become planktonic.""`",NA,"Mysida. Wikipedia https://en.wikipedia.org/w/index.php?title=Mysida&oldid=1136160023 (2023).","https://en.wikipedia.org/w/index.php?title=Mysida&oldid=1136160023",NA,NA,NA,NA,1,"benthic",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"fusiform",0.5,"TL",3,"TL",NA,"Lopretto, E. C. Mysida (Mysids). Encyclopedia.com https://www.encyclopedia.com/environment/encyclopedias-almanacs-transcripts-and-maps/mysida-mysids (2023).","https://www.encyclopedia.com/environment/encyclopedias-almanacs-transcripts-and-maps/mysida-mysids","Mysida. Wikipedia https://en.wikipedia.org/w/index.php?title=Mysida&oldid=1136160023 (2023).","https://en.wikipedia.org/w/index.php?title=Mysida&oldid=1136160023",NA,NA,NA,NA,1,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"schooling","shoaling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Istiophoridae","Makaira","Makaira mazara",NA,"species","larva","species level info","medium",NA,NA,NA,NA,NA,"epipelagic",NA,NA,"oceanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"""billfish such as blue marlin have a daily vertical migration, swimming in deep waters during the day and remaining close to the surface at night""",NA,"Abitia-Cardenas, L. A. et al. Diet of blue marlin Makaira mazara off the coast of Cabo San Lucas, Baja California Sur, Mexico. Fisheries Research 44, 95–100 (1999).","10.1016/S0165-7836(99)00053-3",NA,NA,NA,NA,0,"pelagic",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"elongated",0.35,"TL",1.16,"TL","Min is smallest larva I observed, max is largest.","Ueyanagi, S. On an Additional Diagnostic Character for the Identification of Billfish Larvae with Some Notes on the Variations in Pigmentation. NOAA Technical Report NMFS SSRF 675, 73–78 (1975).","https://books.googleusercontent.com/books/content?req=AKW5Qac_pKIu0yPUq0ZMRjUCkmrn3p1wt6EpSUYI4cARej0VZqnUOt_pufKlbkNULG7VT3IJ7_OimyoDG4FwkehTWt2fSzDuuW9RDibrrCnum9cEoa9yDziJ40I9ILMUXCJO64zqGSygo5QGV--096eK5-5JuEh0IiQHxq54wNBNXazqaaTwMSuc4CgM-ToYIq7qBlEpSFUnOLdqP_tY40b_E9oLjdn3yBxTSU-FDPy_O6oVmoQD8BLNTyshm9dcWIPhR6DH8M4K_ASLCtj3dzKG2roNxIuHVA","Nishikawa, Y. & Rimmer, D. W. Identification of Larval Tunas, Billfishes and other Scombroid Fishes (Suborder Scombroidei): an Illustrated Guide. CSIRO Marine Laboratories 186, 1–20 (1987).","http://www.cmar.csiro.au/e-print/open/CMReport_186.pdf",NA,NA,NA,NA,1,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Istiophoridae","Makaira","Makaira mazara",NA,"species","adult","decent - high level species info","high",0,200,13.6,25.2,19.3,"epipelagic",NA,NA,"oceanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",1,"""billfish such as blue marlin have a daily vertical migration, swimming in deep waters during the day and remaining close to the surface at night""",NA,"Abitia-Cardenas, L. A. et al. Diet of blue marlin Makaira mazara off the coast of Cabo San Lucas, Baja California Sur, Mexico. Fisheries Research 44, 95–100 (1999).","10.1016/S0165-7836(99)00053-3",NA,NA,NA,NA,0,"pelagic",NA,NA,NA,NA,NA,NA,NA,NA,1,"""known to effect seasonal north-south migrations""","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Makaira-mazara.html",NA,NA,NA,NA,"oceanodromous","elongated",130,"FL",500,"TL","Common length is TL","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Makaira-mazara.html","Food and Agriculture Organization of the United Nations (FAO). FAO https://www.fao.org/home/en (2023).","https://www.fao.org/fishery/en/species/21044",NA,NA,NA,NA,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"solitary","solitary","shoaling",NA,""" Larger fish tend to swim solitarily (Ref. 43) but smaller ones form schools of about 10 individuals (Ref. 9987). ""","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Makaira-mazara.html",NA,NA,NA,NA,4.46,0.89,"Species","NE","commercial",1,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Istiophoridae","Makaira","Makaira mazara",NA,"species","juvenile","species level info","medium",0,200,13.6,25.2,19.3,"epipelagic",NA,NA,"oceanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",1,"""billfish such as blue marlin have a daily vertical migration, swimming in deep waters during the day and remaining close to the surface at night""",NA,"Abitia-Cardenas, L. A. et al. Diet of blue marlin Makaira mazara off the coast of Cabo San Lucas, Baja California Sur, Mexico. Fisheries Research 44, 95–100 (1999).","10.1016/S0165-7836(99)00053-3",NA,NA,NA,NA,0,"pelagic",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"elongated",2.32,"TL",130,"FL","Min is smallest juvenile I observed.","Nishikawa, Y. & Rimmer, D. W. Identification of Larval Tunas, Billfishes and other Scombroid Fishes (Suborder Scombroidei): an Illustrated Guide. CSIRO Marine Laboratories 186, 1–20 (1987).","http://www.cmar.csiro.au/e-print/open/CMReport_186.pdf",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"solitary","shoaling",NA,NA,""" Larger fish tend to swim solitarily (Ref. 43) but smaller ones form schools of about 10 individuals (Ref. 9987). ""","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Makaira-mazara.html",NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus",NA,"species","larva","species level info, but not a lot out there","medium",NA,NA,NA,NA,NA,"epipelagic",NA,NA,"continental shelf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"little evidence",NA,"Abookire, A. A. & Bailey, K. M. The distribution of life cycle stages of two deep-water pleuronectids, Dover sole (Microstomus pacificus) and rex sole (Glyptocephalus zachirus), at the northern extent of their range in the Gulf of Alaska. Journal of Sea Research 57, 198–208 (2007).","10.1016/j.seares.2006.08.004",NA,NA,NA,NA,0,NA,"Pearcy, W. G., Hosie, M. J. & Richardson, S. L. Distribution and duration of pelagic life of larvae of dover sole, Microstomus pacificus; rex sole, Glyptocephalus zachirus; and petrale sole, Eopsetta jordani, in waters off Oregon. Fishery Bulletin 75, 173–183 (1976).","https://ir.library.oregonstate.edu/concern/articles/st74cw47w?locale=en",NA,NA,NA,NA,NA,NA,1,"Spawning migration, season","Abookire, A. A. & Bailey, K. M. The distribution of life cycle stages of two deep-water pleuronectids, Dover sole (Microstomus pacificus) and rex sole (Glyptocephalus zachirus), at the northern extent of their range in the Gulf of Alaska. Journal of Sea Research 57, 198–208 (2007).","10.1016/j.seares.2006.08.004","Abookire, A. A. Reproductive biology, spawning season, and growth of female rex sole (Glyptocephalus zachirus) in the Gulf of Alaska. Fishery Bulletin 104, 350–359 (2006).","https://aquadocs.org/handle/1834/25584",NA,NA,NA,"compressiform",0.5,"TL",6.7,"TL",NA,"Pearcy, W. G., Hosie, M. J. & Richardson, S. L. Distribution and duration of pelagic life of larvae of dover sole, Microstomus pacificus; rex sole, Glyptocephalus zachirus; and petrale sole, Eopsetta jordani, in waters off Oregon. Fishery Bulletin 75, 173–183 (1976).","https://ir.library.oregonstate.edu/concern/articles/st74cw47w?locale=en",NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrozoa","Narcomedusae","Aeginidae","Aegina","Aegina citrea",NA,"species","adult","species level info","low",0,1600,1.3,10.6,5,"epipelagic","demersal",NA,"oceanic","estuarine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pelagic",0,"Aegina citrea lives below the centre of the oxygen minimum layer and is not considered to be a diel vertical migrator",NA,"Alvariño, A. Bathymetric Distribution of Chaetognatha, Siphonophorae, Medusae, and Ctenophorae off San Diego, California. Pacific Science 21, 474–485 (1967).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/ae4dde70-d959-457a-8c5a-17b310d9058f/content",NA,NA,NA,NA,0,"pelagic",NA,NA,NA,NA,NA,NA,NA,NA,0,"planktonic",NA,NA,NA,NA,NA,NA,NA,"globiform",1,"WD",5,"WD","Classified this species as small (10-20mm), max from sealifebase","Larson, R. J., Mills, C. E. & Harbison, G. R. In Situ Foraging and Feeding Behaviour of Narcomedusae (Cnidaria: Hydrozoa). Journal of the Marine Biological Association of the United Kingdom 69, 785–794 (1989).","10.1017/S002531540003215X",NA,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"schooling","solitary",NA,NA,"part of deep scattering laryer so likely in abundance togethr",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalopoda","Octopoda","Octopodidae","Octopus","Octopus bimaculatus",NA,"species","juvenile","almost nothing known","low",0,50,10.5,26.8,21.3,"epipelagic","demersal",NA,"coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"benthic",0,"unlikely, based on genus","Juveniles utilize shelter in a similar way to adults.","Ambrose, R. F. Shelter Utilization by the Molluscan Cephalopod Octopus bimaculatus. Marine Ecology Progress Series 7, 67–73 (1982).","https://www.jstor.org/stable/24815165",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Likely, as there is seasonal variation in diet, as well as variation by sex and reproductive status.","Villegas, E. J. A. et al. Diet of Octopus bimaculatus Verril, 1883 (Cephalopoda: Octopodidae) in Bahía De Los Ángeles, Gulf of California. Journal of Shellfish Research 33, 305–314 (2014).","10.2983/035.033.0129",NA,NA,NA,NA,NA,"fusiform",NA,NA,18,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,"pattern",0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"solitary","shoaling",NA,NA,"octopods in general are solitary",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC","none",0,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
"Cephalopoda","Sepiida","Sepiolidae","Rossia","Rossia pacifica","Rossia pacificus","species","juvenile","almost nothing known","low",10,600,7.5,10.3,8.3,"epipelagic","mesopelagic","demersal","continental shelf","continental slope","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"benthic",1,"commonly burry in the sand during daylight hours and come out at night",NA,"Anderson, R. C., Mather, J. A. & Steele, C. W. Burying and associated behaviors of Rossia pacifica (Cephalopoda: sepiolidae). Vie et Milieu 54, 13–19 (2004).","https://hal.sorbonne-universite.fr/hal-03217971/document",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"elongated",NA,NA,2.6,"ML","maturity based on 50% spermatophores in males","Summers, W. C. Ecological implications of life stage timing determined from te cultivation of Rossia pacifica (Mollusca: Cephalopoda). Vie et Milieu - Life and Environment 35, 249–254 (1985).","https://hal.sorbonne-universite.fr/hal-03022197/document",NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"1",NA,"Anderson, R. S. Rossia pacifica, Stubby squid. The Cephalopod Page http://www.thecephalopodpage.org/Rpacifica.php (2023).","http://www.thecephalopodpage.org/Rpacifica.php",NA,NA,"solitary","solitary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes aleutianus",NA,"species","juvenile","almost nothing known","low",25,900,1.1,6.6,3.8,"epipelagic","demersal",NA,"continental shelf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0,NA,NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,1,"initially pelagic then associate with benthos","Rooper, C. N., Boldt, J. L. & Zimmermann, M. An assessment of juvenile Pacific Ocean perch (Sebastes alutus) habitat use in a deepwater nursery. Estuarine, Coastal and Shelf Science 75, 371–380 (2007).","10.1016/j.ecss.2007.05.006",NA,NA,NA,NA,NA,NA,1,"spawning","Conrath, C. L. Maturity, Spawning Omission, and Reproductive Complexity of Deepwater Rockfish. Transactions of the American Fisheries Society 146, 495–507 (2017).","10.1080/00028487.2017.1285352",NA,NA,NA,NA,NA,"fusiform",5,"FL",47,"TL","Reported larval distribution","Rooper, C. N. An ecological analysis of rockfish (Sebastes spp.) assemblages in the North Pacific Ocean along broad-scale environmental gradients. Fishery Bulletin 106, 1–11 (2008).","https://aquadocs.org/bitstream/handle/1834/25496/rooper_Fish_Bull_2008.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,NA,NA,16,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"aggregate","shoaling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","none",0,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-aleutianus.html","Alaska Fisheries Science Center. NOAA Fisheries https://www.fisheries.noaa.gov/region/alaska (2023).","https://www.afsc.noaa.gov/rockfish-game/description/rougheye.htm",NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes auriculatus","Sebastes auriculatus; Sebastes (Pteropodus) auriculatus Girard, 1854; Sebastodes auriculatus (Girard, 1854)","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,"coastal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal",1,"Different accounts, evidence for rockfish larval diel migration by Auth & Brodeur; but likely varies by species and Sakuma found little evidence",NA,"Auth, T. D., Brodeur, R. D. & Fisher, K. M. Diel variation in vertical distribution of an offshore icthyoplankon community off the Oregon coast. Fishery Bulletin 105, 313–326 (2007).","https://aquadocs.org/bitstream/handle/1834/25517/auth_Fish_Bull_2007.pdf?sequence=1&isAllowed=y","Stockhausen, W. T. & Hermann, A. J. Modeling Larval Dispersion of Rockfish: A Tool for Marine Reserve Design? Biology, Assessment, and Management of North Pacific Rockfishes 251–273 (2007).","https://www.pmel.noaa.gov/foci/publications/2007/stoc0609.pdf",NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-auriculatus.html",NA,NA,NA,NA,NA,NA,1,"spawn seasonally and larvae are planktonic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-auriculatus.html",NA,NA,NA,NA,NA,"fusiform",0.55,"TL",2.5,"BL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-auriculatus.html","Watson, W. & Robertson, L. L. Development of Kelp Rockfish, Sebastes atrovirens (Jordan and Gilbert 1880). and Brown Rockfish, S. auriculatus (Girard 1854), from Birth to Pelagic Juvenile Stage, with Notes on Early Larval Development of Black-and-yellow Rockfish, S. chrysomelas (Jordan and Gilbert 1880), Reared in the Laboratory (Pisces: Sebastidae). NOAA Professional Papers NMFS 3, 1–30 (2004).","https://books.googleusercontent.com/books/content?req=AKW5Qae5qGHuOhFe5qcpkL9moyD8-pLtDdDT6_7we_l3FqOSWE88PdAwi28GQ8Ar2P1gYU2VyX0MrJhvnKA3BhfyuPyMjqTx18Kg_TeVcUAdXLTlsQpggx0R3C5Jvfi96tlIEJ9vrNj0VUe5oI1gu-dpcRwBLQce_8UEK8H5uNFCQjMEtkn-nbWH0FLSJNSyX6-lWei8utSyv4y_S-RdwO8LJBbfl63QUWnqsWXubdxCev2Y7_H-cWhN8tZaWXM6PJnfhxEPw-rxGWU2f48my59eAX2yHGCrI_5PEJGtJ3nCWSAa-cZ_nF8",NA,NA,NA,NA,1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sebastes-auriculatus.html",NA,NA,NA,NA,NA,NA,NA,"NE","none",0,NA,NA,NA,NA,NA,NA,NA,NA
