"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","trait_note","trait_confidence","depth_min","depth_max","temp_min","temp_max","temp_mean","vert_habitat","vert_habitat_2","vert_habitat_3","vert_ordinal","vert_benthic","vert_demersal","vert_epipelagic","vert_mesopelagic","vert_bathypelagic","horz_habitat","horz_habitat_2","horz_habitat_3","horz_ordinal","horz_intertidal","horz_reef","horz_coastal","horz_continental_shelf","horz_continental_slope","horz_oceanic","habitat_note","habitat_note2","habitat_ref","habitat_url","habitat_ref2","habitat_url2","habitat_ref3","habitat_url3","habitat_ref4","habitat_url4","DemersPelag","diel_migrant","diel_note","diel_note2","diel_ref","diel_url","diel_ref2","diel_url2","diel_ref3","diel_url3","refuge","refuge_note","refuge_ref","refuge_url","refuge_ref2","refuge_url2","refuge_ref3","refuge_url3","refuge_ref4","refuge_url4","season_migrant","season_note","season_ref","season_url","season_ref2","season_url2","season_ref3","season_url3","AnaCat","gregarious_original","gregarious","gregarious_2","gregarious_3","gregarious_ordinal","gregarious_solitary","gregarious_shoaling","gregarious_schooling","gregarious_note","gregarious_ref","gregarious_url","gregarious_ref2","gregarious_url2","gregarious_ref3","gregarious_url3","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4"
"Cephalopoda","Sepiida","Sepiolidae","Sepietta","Sepietta oweniana",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"continental shelf","continental slope",NA,4,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"likely",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Peak abundances","IUCN Red List. IUCN Red List of Threatened Species https://www.iucnredlist.org/en (2023).","https://www.iucnredlist.org/species/162557/915487",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalopoda","Sepiida","Sepiolidae","Sepietta","Sepietta oweniana",NA,"species","juvenile","almost nothing known","low",42,701,7.1,15.3,10.6,"benthic","mesopelagic","epipelagic",1,1,0,1,1,0,"continental shelf","continental slope",NA,4,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic",1,"no specific info, so assuming the same as adult",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Peak abundances","IUCN Red List. IUCN Red List of Threatened Species https://www.iucnredlist.org/en (2023).","https://www.iucnredlist.org/species/162557/915487",NA,NA,NA,NA,NA,"concentrated groupings","shoaling","schooling",NA,2,0,1,1,"Concentrated groups","Lefkaditou, E. & Kaspiris, P. Distribution and abundance of sepiolids (Mollusca : Cephalopoda) off the north-eastern Greek coasts. Belgian Journal of Zoology 135, 199–204 (2005).",NA,NA,NA,NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Carangidae","Seriola","Seriola lalandi","Seriola lalandi; Halatractus dorsalis Gill, 1863; Lichia pappei Bleeker, 1859; Seriola aureovittata Temminck & Schlegel, 1845; Seriola banisteri Smith, 1959; Seriola dorsalis (Gill, 1863); Seriola foncki Delfin, 1903; Seriola grandis Castelnau, 1872; Seriola lalandei dorsalis (Gill, 1863); Seriola mazatlana Steindachner, 1876; Seriola pappei (Bleeker, 1859)","species","adult","decent - species level info","high",3,825,9,23,14.9,"demersal","epipelagic","mesopelagic",2,0,1,1,1,0,"coastal","reef-associated","estuarine",3,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"pelagic","Brodie, S. The ecology and distribution of two pelagic fish: yellowtail kingfish Seriola lalandi and dolphinfish Coryphaena hippurus. University of New South Wales 1–173 (2016) doi:10.26190/unsworks/18858.","10.26190/unsworks/18858",NA,NA,NA,NA,NA,NA,1,"Within the SCB, yellowtail are seasonal migrators, moving northwards as the water warms during the summer (although rarely north of Pt. Conception, CA) and retreating south along the Baja California coastline during the winter and spring","Ben-Aderet, N. J. The Biology of Yellowtail (Seriola lalandi) in the Southern California Bight: Spatial Insights from Recreational Catch Records, Tagging and Life-History Characteristics. University of California, San Diego 1–124 (2017).","https://escholarship.org/content/qt8f12v2s7/qt8f12v2s7.pdf",NA,NA,NA,NA,NA,"solitary and shoaling","solitary","shoaling",NA,1,1,1,0,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Seriola-lalandi.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Carangidae","Seriola","Seriola lalandi","Seriola lalandi; Halatractus dorsalis Gill, 1863; Lichia pappei Bleeker, 1859; Seriola aureovittata Temminck & Schlegel, 1845; Seriola banisteri Smith, 1959; Seriola dorsalis (Gill, 1863); Seriola foncki Delfin, 1903; Seriola grandis Castelnau, 1872; Seriola lalandei dorsalis (Gill, 1863); Seriola mazatlana Steindachner, 1876; Seriola pappei (Bleeker, 1859)","species","juvenile","species level info, but not a lot out there","medium",3,825,9,23,14.9,"epipelagic",NA,"mesopelagic",3,0,0,1,1,0,"continental shelf","oceanic",NA,4,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"pelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"the paper did not specify if adults or juveniles do seasonal migration so I am assuming that they do.","Ben-Aderet, N. J. The Biology of Yellowtail (Seriola lalandi) in the Southern California Bight: Spatial Insights from Recreational Catch Records, Tagging and Life-History Characteristics. University of California, San Diego 1–124 (2017).","https://escholarship.org/content/qt8f12v2s7/qt8f12v2s7.pdf",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Seriola-lalandi.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","Spirinchus thaleichthys","Spirinchus thaleichthys; Osmerus thaleichthys Ayres, 1860; Spirinchus dilatus Schultz & Chapman, 1935","species","juvenile","almost nothing known","low",NA,137,4.4,11.6,8.4,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal","estuarine",NA,3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"benthopelagic",1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"anadromous","schooling","schooling",NA,NA,3,0,0,1,"based off of Mallotus villosus which is in the same family","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Spirinchus-thaleichthys.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalopoda","Spirulida","Spirulidae","Spirula","Spirula spirula",NA,"species","larva","species level info","medium",NA,NA,NA,NA,NA,"bathypelagic","mesopelagic",NA,5,0,0,0,1,1,"continental slope",NA,NA,5,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"pelagic",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,"Palomares, M. L. D. & Pauly, D. SeaLifeBase. SeaLifeBase https://www.sealifebase.ca/ (2023).","https://www.sealifebase.se/summary/Spirula-spirula.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus",NA,"species","larva","species level info, but not a lot out there","medium",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"likely","Pearcy, W. G., Krygier, E. E., Mesecar, R. & Ramsey, F. Vertical distribution and migration of oceanic micronekton off Oregon. Deep Sea Research 24, 223–245 (1977).","10.1016/S0146-6291(77)80002-7",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,"aggregate to avoid predation","Auster, P. J., Griswold, C. A., Youngbluth, M. J. & Bailey, T. G. Aggregations of myctophid fishes with other pelagic fauna. Environ Biol Fish 35, 133–139 (1992).","10.1007/BF00002187","Catul, V., Gauns, M. & Karuppasamy, P. K. A review on mesopelagic fishes belonging to family Myctophidae. Rev Fish Biol Fisheries 21, 339–354 (2011).","10.1007/s11160-010-9176-4",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Stenobrachius-leucopsarus.html","Catul, V., Gauns, M. & Karuppasamy, P. K. A review on mesopelagic fishes belonging to family Myctophidae. Rev Fish Biol Fisheries 21, 339–354 (2011).","10.1007/s11160-010-9176-4","de Busserolles, F. & Marshall, N. J. Seeing in the deep-sea: visual adaptations in lanternfishes. Philosophical Transactions of the Royal Society B: Biological Sciences 372, 1–9 (2017).","10.1098/rstb.2016.0070",NA,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis","Sthenoteuthis oualaniensis",NA,"species","larva","species level info, but not a lot out there","medium",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Squid migrate to high latitudes with seasonal warming during summer in their appropriate hemisphere along the shift of surface isotherms of 20° to 22°C; then they move to lower latitudes with the seasonal autumn of water temperature.","Roper, C. F. E., Jorgensen, E. M., Katugin, O. N. & Jereb, P. Family Ommastrephidae. In Cephalopods of the world. An annotated and illustrated catalogue of species known to date. Volume 2. Myopsid and Oegopsid Squids,. FAO Species Catalogue for Fishery Purposes 2, 269–347 (2010).","http://www.fao.org/3/i1920e/i1920e.pdf",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Beloniformes","Belonidae","Strongylura","Strongylura exilis",NA,"species","juvenile","species level info, but not a lot out there","medium",0,100,17.7,28.9,25.1,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal",NA,NA,3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unlikely, shallow epipelagic spp.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"infer from adults and larvae","Avendaño-Ibarra, R., Funes-Rodrı́guez, R., Hinojosa-Medina, A., González-Armas, R. & Aceves-Medina, G. Seasonal abundance of fish larvae in a subtropical lagoon in the west coast of the Baja California Peninsula. Estuarine, Coastal and Shelf Science 61, 125–135 (2004).","10.1016/j.ecss.2004.03.017",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Strongylura-exilis.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Beloniformes","Belonidae","Strongylura","Strongylura exilis",NA,"species","larva","almost nothing known, or species level info","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal",NA,NA,3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unlikely, shallow epipelagic spp.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"seasonal abundance","Avendaño-Ibarra, R., Funes-Rodrı́guez, R., Hinojosa-Medina, A., González-Armas, R. & Aceves-Medina, G. Seasonal abundance of fish larvae in a subtropical lagoon in the west coast of the Baja California Peninsula. Estuarine, Coastal and Shelf Science 61, 125–135 (2004).","10.1016/j.ecss.2004.03.017","Parin, N. V. Exocoetidae. Flyingfishes. In K.E. Carpenter and V.H. Niem (eds.). The living marine resources of the WCP. Vol. 4. Bony fishes part 2 (Mugilidae to Carangidae). FAO Species Identification Guide for Fishery Purposes 4, 2162–2179 (1999).","http://www.fao.org/3/x2400e/x2400e10.pdf",NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron","Stylocheiron abbreviatum",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal",NA,NA,3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"look at table 2","Zovko, B. G., Lučić, D., Hure, M., Onofri, I. & Pestorić, B. Composition and diel vertical distribution of euphausiid larvae (calyptopis stage) in the deep southern Adriatic. Oceanologia 60, 128–138 (2018).","10.1016/j.oceano.2017.09.001",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,"Aggregating taxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron","Stylocheiron abbreviatum",NA,"species","juvenile","almost nothing known","low",100,700,9.6,20,13.7,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal",NA,NA,3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"look at table 2","Zovko, B. G., Lučić, D., Hure, M., Onofri, I. & Pestorić, B. Composition and diel vertical distribution of euphausiid larvae (calyptopis stage) in the deep southern Adriatic. Oceanologia 60, 128–138 (2018).","10.1016/j.oceano.2017.09.001",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,"Aggregating taxa",NA,NA,NA,NA,NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus barnardi",NA,"species","larva","almost nothing known, or species level info","low",NA,NA,NA,NA,NA,"epipelagic","mesopelagic",NA,3,0,0,1,1,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,""" Juveniles of most species start to stay in the mesopelagic zone below 200‐m depth during the day and migrate up to the epipelagic layer at night to feed""",NA,NA,NA,NA,NA,NA,NA,0,"pelagic",NA,NA,NA,NA,NA,NA,NA,NA,1,"""transport, aided by the strong Agulhas Current, plays an important role in the extent of myctophid larval distributions off the east coast of South Africa.""","Olivar, M.-P. & Beckley, L. E. Investigations on the occurrence of larvae of Symbolophorus species (Myctophidae) off southern Africa. South African Journal of Marine Science 14, 349–359 (1994).","10.2989/025776194784286987",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus californiensis",NA,"species","juvenile","almost nothing known","low",0,15,12.1,27.9,17.2,"demersal","epipelagic",NA,2,0,1,1,0,0,"reef-associated",NA,NA,2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Reef-associated",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Likely, across genus","Watanabe, S. & Watanabe, Y. Brooding season, sex ratio, and brood pouch development in the seaweed pipefish, Syngnathus schlegeli, in Otsuchi Bay, Japan. Ichthyol Res 48, 155–160 (2001).","10.1007/s10228-001-8130-9",NA,NA,NA,NA,NA,"solitary","solitary","shoaling",NA,1,1,1,0,"taken at family",NA,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Syngnathus-californiensis.html",NA,NA,NA,NA,NA,NA
"Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus californiensis",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"coastal","continental shelf",NA,3,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Surface larvae, possible surface migration",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Likely, across genus","Watanabe, S. & Watanabe, Y. Brooding season, sex ratio, and brood pouch development in the seaweed pipefish, Syngnathus schlegeli, in Otsuchi Bay, Japan. Ichthyol Res 48, 155–160 (2001).","10.1007/s10228-001-8130-9",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Synodontidae","Synodus","Synodus lucioceps","Synodus lucioceps","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic","mesopelagic",NA,3,0,0,1,1,0,"coastal",NA,NA,3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reef-associated",0,"unlikely",NA,NA,NA,NA,NA,NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Synodus-lucioceps.html",NA,NA,NA,NA,NA,NA,1,"seasonal spawning & movements",NA,NA,NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Synodus-lucioceps.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Bramidae","Taractes","Taractes asper",NA,"species","juvenile","almost nothing known","low",1,140,6.7,27.9,16,"epipelagic",NA,NA,3,0,0,1,0,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Likely epi-surface migrating",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Oceanodromous. May spawn widely in subtropics","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Taractes-asper.html",NA,NA,NA,NA,NA,NA,"shoaling",NA,NA,2,0,1,0,"Taken at family-level, typically loosely aggregating species.",NA,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Taractes-asper.html","Jansen, T. & Gislason, H. Population Structure of Atlantic Mackerel (Scomber scombrus). PLoS One 8, 1–10 (2013).","10.1371/journal.pone.0064744",NA,NA,NA,NA
"Actinopterygii","Perciformes","Bramidae","Taractes","Taractes asper",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Likely epi-surface migrating",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Largely unknown","Okiyama, M. An Atlas of the Early Stage Stage Fishes in Japan. Tokai University Press 130, 1–25 (1989).","https://escholarship.org/content/qt9284j82s/qt9284j82s.pdf",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis",NA,"species","larva","species level info, but not a lot out there","medium",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"likely",NA,NA,NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,"aggregate to avoid predation","Auster, P. J., Griswold, C. A., Youngbluth, M. J. & Bailey, T. G. Aggregations of myctophid fishes with other pelagic fauna. Environ Biol Fish 35, 133–139 (1992).","10.1007/BF00002187","Catul, V., Gauns, M. & Karuppasamy, P. K. A review on mesopelagic fishes belonging to family Myctophidae. Rev Fish Biol Fisheries 21, 339–354 (2011).","10.1007/s11160-010-9176-4",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Tarletonbeania-crenularis.html","Catul, V., Gauns, M. & Karuppasamy, P. K. A review on mesopelagic fishes belonging to family Myctophidae. Rev Fish Biol Fisheries 21, 339–354 (2011).","10.1007/s11160-010-9176-4","de Busserolles, F. & Marshall, N. J. Seeing in the deep-sea: visual adaptations in lanternfishes. Philosophical Transactions of the Royal Society B: Biological Sciences 372, 1–9 (2017).","10.1098/rstb.2016.0070",NA,NA
"Elasmobranchii","Torpediniformes","Torpedinidae","Tetronarce","Tetronarce californica",NA,"species","juvenile","decent - species level info","high",0,906,8.6,22.3,12.8,"demersal",NA,NA,2,0,1,0,0,0,"continental shelf",NA,NA,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"demersal",1,"assume similar behaviour to adult",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"assume similar behaviour to adult",NA,NA,NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,1,1,0,0,"assume similar behaviour to adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia","Teuthowenia megalops",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic","mesopelagic",NA,3,0,0,1,1,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"likely",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Unlikely seasonal. Taken at family level from Cranchiidae information. Squids of the Family Cranchiidae are ubiquitous, both in geographical and vertical distribution. The species range in the sub-Arctic, proliferate into the subtropics and tropics and occur even in Antarctic waters. As paralarvae and juveniles they occur in the epipelagic zone, then, with growth, undergo gradual ontogenetic descent into mesopelagic and bathypelagic realms; adults of some species are known to inhabit depths in excess of 2 000 m. Many cranchiid species exhibit varying degrees of diel vertical migration; some seem not to migrate vertically at all. Other species occur in transitional zones and a few even are associated with near coastal pelagic habitats. The paralarvae and young of cranchiids are characterized by stalked eyes and a stalked arm crown of variable lengths; very short arms and long tentacles; frequently a ventrally-directed rostrum on the eyes; absence of photophores. They do not closely resemble the adults of their species; historically the paralarvae were not connected with their conspecific adults. This has resulted in considerable overnaming, creation of synonyms and taxonomic confusion. The combined characters uniquely possessed by cranchiids have enabled them to develop increased buoyancy and very efficient respiration; these are the fusions of the mantle, head and funnel and the partitioning of the mantle cavity and coelom into 2 chambers in which a weak solution of low density ammonium chloride (NH4Cl) provides near-neutral buoyancy. Prior to the onset of ontogenetic descent, paralarval/juvenile cranchiids live in near-surface waters where they are readily identified by their long eyestalks. Marked morphological changes occur during ontogenetic descent and maturation, including change of eye shape and position, change of fin shape, increased pigmentation, development of photophores on arm tips, modification of arm structure, and loss of tentacles. A few species of cranchiids have been observed alive in their deep-sea habitats from submersibles","Roper, C. F. E. & Jereb, P. Family Cranchiidae. In P. Jereb & C. F. E. Roper, eds. Cephalopods of the world. An annotated and illustrated catologue of species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes 2, 14–178 (2010).",NA,NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes","Todarodes sagittatus",NA,"species","larva","species level info, but not a lot out there","medium",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"continental shelf","continental slope","oceanic",4,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis","Todaropsis eblanae",NA,"species","larva","species level info, but not a lot out there","medium",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"continental shelf","continental slope",NA,4,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"seasonal spawning peaks","Roper, C. F. E., Jorgensen, E. M., Katugin, O. N. & Jereb, P. Family Ommastrephidae. In Cephalopods of the world. An annotated and illustrated catalogue of species known to date. Volume 2. Myopsid and Oegopsid Squids,. FAO Species Catalogue for Fishery Purposes 2, 269–347 (2010).","http://www.fao.org/3/i1920e/i1920e.pdf",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
