"class","order","family","genus","sci_name","tax_level","lipid","protein","energy","lipid_pacific","protein_pacific","energy_pacific","n_lipid","n_protein","n_energy","n_lipid_pacific","n_protein_pacific","n_energy_pacific","sd_lipid","sd_protein","sd_energy","sd_lipid_pacific","sd_protein_pacific","sd_energy_pacific"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus crocodilus","species",1.6,16.1,4.1,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus regalis","species",12.1,11.8,7.6,12.1,11.8,7.6,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus ritteri","species",12.820106575,9.6022,7.43925,12.820106575,9.6022,7.43925,8,5,4,8,5,4,3.92640499192074,1.60991434554761,1.50437215586215,3.92640499192074,1.60991434554761,1.50437215586215
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus spp.","genus",NA,NA,7.4498214164275,NA,NA,7.4498214164275,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Gempylidae","Lepidocybium","Lepidocybium flavobrunneum","species",19.6745,16.7926666666667,10.16,19.71175,16.7926666666667,10.16,6,3,1,4,3,1,0.977910783251724,0.340237172180428,NA,1.12322404265578,0.340237172180428,NA
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta bilineata","species",1.825,16.57,3.13575411333333,1.825,16.57,3.13575411333333,2,2,6,2,2,6,1.1667261889578,5.69928065636357,0.675355989984588,1.1667261889578,5.69928065636357,0.675355989984588
"Actinopterygii","Scorpaeniformes","Cottidae","Leptocottus","Leptocottus armatus","species",1.58,NA,NA,1.58,NA,NA,2,0,0,2,0,0,0.0176776695296638,NA,NA,0.0176776695296638,NA,NA
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus schmidti","species",11.5888933333333,11.9,6.82366285714286,11.5888933333333,11.9,6.82366285714286,6,5,7,6,5,7,2.01578117569013,1.45086181285469,1.02085562227173,2.01578117569013,1.45086181285469,1.02085562227173
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus stilbius","species",6.2,6.9,3.899,6.2,6.9,3.899,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"Gastropoda","Pteropoda","Limacinidae","Limacina","Limacina spp.","genus",NA,NA,1.842660744,NA,NA,1.842660744,0,0,5,0,0,5,NA,NA,0.831073417262758,NA,NA,0.831073417262758
"Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis spp.","genus",NA,NA,3.762,NA,NA,3.762,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis","species",5.55,6.85,3.406225,5.55,6.85,3.406225,3,2,4,3,2,4,3.39079636663719,0.919238815542512,1.22060394508893,3.39079636663719,0.919238815542512,1.22060394508893
"Actinopterygii","Myctophiformes","Myctophidae","Lobianchia","Lobianchia gemellarii","species",5.1,14.15,5.7415,NA,NA,NA,2,2,2,0,0,0,4.94974746830583,6.57609306503489,4.04252946804349,NA,NA,NA
"Actinopterygii","Perciformes","Zoarcidae","Lycodapus","Lycodapus fierasfer","species",6.1,9.1,4.57292,6.1,9.1,4.57292,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis","Lycoteuthis lorigera","species",3.2,NA,NA,3.2,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Lyopsetta","Lyopsetta exilis","species",NA,16.75,4.12285917333333,NA,16.75,4.12285917333333,0,1,3,0,1,3,NA,NA,0.809189044586083,NA,NA,0.809189044586083
"Actinopterygii","Syngnathiformes","Centriscidae","Macroramphosus","Macroramphosus scolopax","species",NA,NA,4.407,NA,NA,NA,0,0,2,0,0,0,NA,NA,0.668923015002474,NA,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis","Magnisudis atlantica","species",6.19,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Istiophoridae","Makaira","Makaira mazara","species",2.7,24.4,NA,2.7,24.4,NA,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus","species",6.19308888888889,14.4483333333333,6.42361755102041,6.02730909090909,14.44,6.44821434782609,36,30,49,33,27,46,3.03578851049352,0.873273995527388,1.40626386283912,2.85545259299682,0.83439522087281,1.36813484314417
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigotragus","Mastigotragus pyrodes","species",NA,NA,1.9098628272,NA,NA,1.9098628272,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus muelleri","species",1.4,14.9,4.097,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Kyphosidae","Medialuna","Medialuna californiensis","species",NA,19.8,NA,NA,19.8,NA,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Meganycitphanes","Meganyctiphanes norvegica","species",2.9,15.65,3.9,NA,NA,NA,3,2,1,0,0,0,2.28691932520585,0.212132034355965,NA,NA,NA,NA
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes","Melamphaes lugubris","species",32.3,10.2,15.27,32.3,10.2,15.27,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius productus","species",3.811875,13.226625,4.48778285714286,3.84214285714286,13.0447142857143,4.60741333333333,8,8,7,7,7,6,2.35920376625553,2.01666973976547,1.14008591930191,2.54655299235204,2.10616450087877,1.19980785839511
"Malacostraca","Decapoda","Cancridae","Metacarcinus","Metacarcinus magister","species",2.014875,14.0726,3.687172399,2.014875,14.0726,3.687172399,4,4,20,4,4,20,1.02598579384252,3.31573693367452,0.812420032092473,1.02598579384252,3.31573693367452,0.812420032092473
"Malacostraca","Decapoda","Cancridae","Metacarcinus","Metacarcinus oregonensis/productus","species",NA,NA,3.44788024642857,NA,NA,3.44788024642857,0,0,14,0,0,14,NA,NA,1.02282262170308,NA,NA,1.02282262170308
"Malacostraca","Decapoda","Cancridae","Metacarcinus","Metacarcinus spp.","genus",NA,NA,2.27182813333333,NA,NA,2.27182813333333,0,0,3,0,0,3,NA,NA,0.124589769635644,NA,NA,0.124589769635644
"Actinopterygii","Gadiformes","Gadidae","Microgadus","Microgadus proximus","species",2.72247333333333,10.96,3.7291497535,2.72247333333333,10.96,3.7291497535,12,5,20,12,5,20,1.56886333800988,1.41350627872677,0.731302628574274,1.56886333800988,1.41350627872677,0.731302628574274
"Actinopterygii","Gadiformes","Gadidae","Micromesistius","Micromesistius poutassou","species",2.7,16.75,4.65,NA,NA,NA,2,2,2,0,0,0,1.69705627484771,0.91923881554251,0.353553390593274,NA,NA,NA
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus","species",2.82896,12.905,4.11244566428571,2.6612,12.9733333333333,4.22618660833333,5,4,7,4,3,6,2.98622427289043,4.16532911864917,1.50658722491462,3.42088065074867,5.09871879331792,1.6171256165701
"Actinopterygii","Tetraodontiformes","Molidae","Mola","Mola mola","species",0.5,NA,NA,0.5,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus","species",4.1412,17.02,4.96467380413793,NA,NA,NA,50,30,29,0,0,0,1.92430813434813,0.728044144171265,0.70330783295343,NA,NA,NA
"Actinopterygii","Perciformes","Mullidae","Mullus","Mullus barbatus barbatus","species",4.61,18.5,4.79,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Argentiniformes","Microstomatidae","Nansenia","Nansenia candida","species",19,12.1,10.40402,19,12.1,10.40402,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis","species",3.4,11.405,NA,3.4,11.405,NA,1,4,0,1,4,0,NA,0.663350083540609,NA,NA,0.663350083540609,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis megalops","species",2.4,NA,NA,NA,NA,NA,5,0,0,0,0,0,0.73824115301167,NA,NA,NA,NA,NA
"Copepoda","Calanoida","Calanidae","Neocalanus","Neocalanus spp.","genus",NA,NA,4.10096062,NA,NA,4.10096062,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia","Neognathophausia ingens","species",4.05356666666667,3.8679,2.005,4.83035,4.05185,NA,3,3,1,2,2,0,3.40723761474502,2.58158637856648,NA,4.42698342497462,3.62300301476551,NA
"Malacostraca","Mysida","Mysidae","Neomysis","Neomysis rayii","species",NA,NA,2.42,NA,NA,2.42,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus kroyeri","species",11.9,16.6,7.9,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes australis","species",0.013,0.124,3.4,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis","Octopoteuthis deletron","species",3.13,NA,3.08,3.13,NA,3.08,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis","Octopoteuthis sicula","species",NA,17.4,3.79,NA,17.4,4.5,0,1,2,0,1,1,NA,NA,1.0040916292849,NA,NA,NA
"Cephalopoda","Octopoda","Octopodidae","Octopus","Octopus rubescens","species",2.17,14.19,3.347,2.17,14.19,3.347,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"Cephalopoda","Octopoda","Octopodidae","Octopus","Octopus vulgaris","species",1,16.0925,3.42,NA,NA,NA,6,4,1,0,0,0,0.923298434960224,1.23232503829144,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes","Ommastrephes bartramii","species",NA,NA,6.688,NA,NA,6.688,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","species",3.6505225,19.28,5.30580909090909,4.00069666666667,19.28,5.45021111111111,4,1,11,3,1,9,3.61096037179746,NA,1.71616896224966,4.33852746079051,NA,1.8643482731805
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","species",4.26304347826087,14.936,4.77774,4.42045454545454,14.97,5.00206666666667,23,5,10,22,4,9,2.20447568448333,0.680316102999187,1.25404179930336,2.11992694679328,0.78064076245095,1.09684585890635
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","species",2.82,12.2466666666667,4.859329849,2.82,12.2466666666667,4.859329849,5,3,10,5,3,10,1.30044223247325,0.518298498293535,1.62359209038805,1.30044223247325,0.518298498293535,1.62359209038805
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","species",6.07580366666667,NA,4.61,NA,NA,4.61,6,0,1,0,0,1,2.63977591005007,NA,NA,NA,NA,NA
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","species",6.72850555555556,13.878,5.66932,3.39662,12.7475,5.625585,18,5,9,5,4,8,3.05632319866097,2.85348383559466,1.99358630262148,1.42525651094812,1.52849326680449,2.12661275781128
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha","species",2.93,12.6933333333333,4.30108225111111,2.632,12.6933333333333,4.30108225111111,10,3,9,5,3,9,1.03146066871748,0.840852741764771,0.255260777798298,1.2244876479573,0.840852741764771,0.255260777798298
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis","Onychoteuthis banksii","species",NA,NA,4.4,NA,NA,NA,0,0,2,0,0,0,NA,NA,0.183847763108503,NA,NA,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis","Onychoteuthis borealijaponica","species",2.00069914062809,16.8431003049481,4.92191951179049,2.00069914062809,16.8431003049481,4.92191951179049,23,22,34,23,22,34,0.934457244481387,1.47795221861014,0.665760479230082,0.934457244481387,1.47795221861014,0.665760479230082
"Actinopterygii","Scorpaeniformes","Hexagrammidae","Ophiodon","Ophiodon elongatus","species",1.61463333333333,NA,3.92887081727273,1.61463333333333,NA,3.92887081727273,3,0,11,3,0,11,0.721904012548298,NA,0.564031473640644,0.721904012548298,NA,0.564031473640644
"Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis","Opisthoteuthis californiana","species",1.2,NA,NA,1.2,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Osmeriformes","Osmeridae",NA,"Osmeridae spp.","family",NA,NA,3.53552591785714,NA,NA,3.53552591785714,0,0,14,0,0,14,NA,NA,0.988868685124624,NA,NA,0.988868685124624
"Malacostraca","Decapoda","Pandalidae",NA,"Pandalidae spp.","family",NA,NA,2.65882,NA,NA,2.65882,0,0,3,0,0,3,NA,NA,0.605672254650436,NA,NA,0.605672254650436
"Malacostraca","Decapoda","Pandalidae","Pandalus","Pandalus jordani","species",1.28,NA,NA,1.28,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae","Parapasiphae sulcatifrons","species",11.75,6.5,4.935,NA,NA,NA,2,1,1,0,0,0,4.03050865276332,NA,NA,NA,NA,NA
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","Parophrys vetulus","species",1.16666666666667,NA,NA,1.16666666666667,NA,NA,6,0,0,6,0,0,0.209252638374446,NA,NA,0.209252638374446,NA,NA
"Thaliacea","Salpida","Salpidae","Pegea","Pegea spp.","genus",NA,NA,0.54896114898,NA,NA,0.54896114898,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Scyphozoa","Coronatae","Periphyllidae","Periphylla","Periphylla periphylla","species",0.0959,0.352,NA,NA,NA,NA,5,1,0,0,0,0,0.0247598465261802,NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Phronimidae","Phronima","Phronima sedentaria","species",0.3448326,7.2899518,1.62656,0.3448326,7.2899518,1.62656,3,2,2,3,2,2,0.212209680524429,7.93380625000677,1.23523069391916,0.212209680524429,7.93380625000677,1.23523069391916
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","species",2.6084748,NA,NA,1.5,NA,NA,2,0,0,1,0,0,1.5676200957088,NA,NA,NA,NA,NA
"Tentaculata","Cydippida","Pleurobrachiidae","Pleurobrachia","Pleurobrachia pileus","species",0.0671500000000001,0.12087,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"Tentaculata","Cydippida","Pleurobrachiidae","Pleurobrachia","Pleurobrachia spp.","genus",NA,NA,0.02021,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Munididae","Pleuroncodes","Pleuroncodes planipes","species",0.805,20.2575,5.64320006,0.805,20.2575,5.64320006,2,4,4,2,4,4,0.0636396103067893,18.6959645824083,5.03444241766017,0.0636396103067893,18.6959645824083,5.03444241766017
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys coenosus","species",0.495,NA,NA,0.495,NA,NA,2,0,0,2,0,0,0.0494974746830583,NA,NA,0.0494974746830583,NA,NA
"Malacostraca","Decapoda","Polybiidae","Polybius","Polybius henslowii","species",1.4,14.1,4.2,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Dexaminidae","Polycheria","Polycheria osborni","species",NA,NA,0.83,NA,NA,0.83,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys notatus","species",NA,NA,3.36,NA,NA,3.36,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Poromitra","Poromitra crassiceps","species",8.6270442,7.897018,5.26133,8.6270442,7.897018,5.26133,2,2,2,2,2,2,11.1340408683239,2.69122295335188,5.07381642413282,11.1340408683239,2.69122295335188,5.07381642413282
"Malacostraca","Amphipoda","Phrosinidae","Primno","Primno macropa","species",4.09666666666667,6.525,4.076,6.3,NA,NA,3,2,1,1,0,0,2.59249558019553,2.43951839509359,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum crockeri","species",3.73333333333333,NA,NA,3.73333333333333,NA,NA,3,0,0,3,0,0,2.04287379280594,NA,NA,2.04287379280594,NA,NA
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Psettichthys","Psettichthys melanostictus","species",1.384,17.1333333333333,3.11180281833333,1.384,17.1333333333333,3.11180281833333,5,3,6,5,3,6,1.80716075654602,2.00083315979452,1.29586103642198,1.80716075654602,2.00083315979452,1.29586103642198
"Actinopterygii","Argentiniformes","Bathylagidae","Pseudobathylagus","Pseudobathylagus milleri","species",10.7,8.5,6.2491,10.7,8.5,6.2491,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"Thaliacea","Pyrosomatida","Pyrosomatidae","Pyrosoma","Pyrosoma atlanticum","species",0.232656824458672,1.63586745035716,0.3585785,0.229580377798103,1.82947086042859,0.3742,10,6,4,7,5,3,0.138393336266628,0.577131807783021,0.115872537941481,0.0379469129578999,0.367742167161954,0.136658259904039
"Elasmobranchii","Rajiformes","Rajidae","Raja","Raja rhina","species",1.2,NA,NA,1.2,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Bathymasteridae","Ronquilus","Ronquilus jordani","species",2.2791,NA,3.72578543307692,2.2791,NA,3.72578543307692,1,0,13,1,0,13,NA,NA,1.12629987551122,NA,NA,1.12629987551122
"Cephalopoda","Sepiida","Sepiolidae","Rossia","Rossia pacifica","species",2.26666666666667,NA,NA,2.26666666666667,NA,NA,3,0,0,3,0,0,0.702376916856849,NA,NA,0.702376916856849,NA,NA
"Thaliacea","Salpida","Salpidae","Salpa","Salpa spp.","genus",NA,NA,0.15048,NA,NA,0.15048,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Clupeiformes","Clupeidae","Sardina","Sardina pilchardus","species",11.7,17.8,7.365,NA,NA,NA,1,1,2,0,0,0,NA,NA,1.88797510576808,NA,NA,NA
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella","Sardinella aurita","species",5.185,19.8170833333333,5.1404,NA,NA,NA,3,3,3,0,0,0,1.80850076029843,0.800547013505974,0.573346806043253,NA,NA,NA
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax","species",8.08428571428571,17.742,5.31190576263158,11.6154545454545,17.7244444444444,5.30145608277778,42,10,19,22,9,18,6.26317621551719,1.42264854721357,2.16840205683881,6.76259863216355,1.50779732649245,2.23077498634781
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber japonicus","species",7.95444444444444,19.2133333333333,6.73433333333333,10.448,19.3625,6.6692,9,6,6,5,4,5,7.0065774653376804,2.16947612724055,1.87692766687123,8.35162978106669,1.71733077768961,2.09087402776925
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","species",11.85,14.9,7.82333333333333,NA,NA,NA,2,2,3,0,0,0,1.90918830920368,3.67695526217005,0.618573628061635,NA,NA,NA
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox","Scomberesox saurus saurus","species",2.1,22.9,5.8,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus","Scopelogadus bispinosus","species",1.7590921,6.1530594,2.33,1.7590921,6.1530594,2.33,2,2,2,2,2,2,1.35636105538489,0.207805389383242,0.777817459305202,1.35636105538489,0.207805389383242,0.777817459305202
"Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus","species",0.6,NA,NA,0.6,NA,NA,3,0,0,3,0,0,0.2,NA,NA,0.2,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes alutus","species",NA,NA,6.1655,NA,NA,6.1655,0,0,8,0,0,8,NA,NA,0.535767273569944,NA,NA,0.535767273569944
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes auriculatus","species",1.515,NA,4.931284005,1.515,NA,4.931284005,2,0,2,2,0,2,0.473761543394987,NA,0.367636815140963,0.473761543394987,NA,0.367636815140963
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes caurinus","species",NA,NA,4.68852566333333,NA,NA,4.68852566333333,0,0,3,0,0,3,NA,NA,1.42198612880834,NA,NA,1.42198612880834
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes ciliatus","species",NA,NA,6.1028,NA,NA,6.1028,0,0,5,0,0,5,NA,NA,0.373870565837965,NA,NA,0.373870565837965
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes crameri","species",NA,NA,3.76377652,NA,NA,3.76377652,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes diploproa","species",0.645,11.057,2.9288,0.645,11.057,2.9288,1,2,1,1,2,1,NA,0.080610173055267,NA,NA,0.080610173055267,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes entomelas","species",1.71,NA,5.616566084,1.71,NA,5.616566084,2,0,5,2,0,5,0.0424264068711929,NA,0.953343572609332,0.0424264068711929,NA,0.953343572609332
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes flavidus","species",3.4,NA,5.85366773666667,3.4,NA,5.85366773666667,1,0,3,1,0,3,NA,NA,0.284793295846544,NA,NA,0.284793295846544
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes jordani","species",NA,NA,5.45268875333333,NA,NA,5.45268875333333,0,0,3,0,0,3,NA,NA,0.870402237664198,NA,NA,0.870402237664198
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes melanops","species",NA,NA,5.331015632,NA,NA,5.331015632,0,0,5,0,0,5,NA,NA,0.878492838076516,NA,NA,0.878492838076516
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes miniatus","species",1.4,NA,NA,1.4,NA,NA,2,0,0,2,0,0,0.424264068711928,NA,NA,0.424264068711928,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes mystinus","species",1.945,18.625,3.682,1.945,18.625,3.682,2,1,1,2,1,1,0,NA,NA,0,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes norvegicus","species",2.2,17.3,3.7202,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","species",2.99,16.61,5.12,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes paucispinis","species",0.86,NA,5.79154259,0.86,NA,5.79154259,1,0,2,1,0,2,NA,NA,0.271716726683904,NA,NA,0.271716726683904
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes pinniger","species",3.31,NA,4.00385223,3.31,NA,4.00385223,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes polyspinis","species",NA,NA,6.23019047619048,NA,NA,6.23019047619048,0,0,21,0,0,21,NA,NA,0.845401893719645,NA,NA,0.845401893719645
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes spp.","genus",6.78499166666667,16.0054264672625,4.89357414685714,6.883115625,16.0062016768714,4.87867926882353,9,8,35,8,7,34,3.25562002552893,2.60186585027677,1.72756356699446,3.46614762686745,2.81033532004808,1.75126075413546
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus","Sebastolobus altivelis","species",NA,NA,3.0397031769725,NA,NA,3.0397031769725,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae",NA,"Sergestidae spp.","family",2.95875,12.9,3.89057142857143,NA,NA,NA,8,7,7,0,0,0,3.85574316534995,2.73252020425589,0.76078005081251,NA,NA,NA
"Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","Spirinchus thaleichthys","species",2.2,NA,NA,2.2,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Sparidae","Spondyliosoma","Spondyliosoma cantharus","species",6.8,18.3,6.9,NA,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA
"Gastropoda","Pteropoda","Pneumodermatidae","Spongiobranchaea","Spongiobranchaea australis","species",3.04,2.13,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus acanthias","species",13.1490271818182,12.79,6.42,12.2,NA,NA,11,1,1,1,0,0,3.61586157092986,NA,NA,NA,NA,NA
"Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus suckleyi","species",15.3,NA,NA,15.3,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus","species",17.4349810625,11.8702,8.777017436,17.7239798,12.0113333333333,8.85159011,16,10,15,15,9,14,2.62207480872013,1.1341528213703,1.710670458848,2.43610168201295,1.10589601681171,1.74976218789157
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx diaphana","species",4.282,8.33916666666667,2.76675,5.0775,7.967,2.73333333333333,5,6,4,4,5,3,2.86279932932785,1.42274529226656,0.694614221468771,2.5901142188457,1.22124731320073,0.846778207875789
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx obscura","species",1.374237,10.3252473,2.85,1.374237,10.3252473,2.85,2,2,2,2,2,2,0.52925104094182,0.177126430310614,0.0282842712474619,0.52925104094182,0.177126430310614,0.0282842712474619
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis","Stigmatoteuthis dofleini","species",NA,NA,2.65,NA,NA,2.65,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron","Stylocheiron abbreviatum","species",2.03,NA,NA,NA,NA,NA,2,0,0,0,0,0,0.523259018078045,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","species",10.1126792284899,14.3832794875187,7.48761483507376,9.61572461304369,14.3832794875187,7.48761483507376,38,31,32,37,31,32,6.82289910169225,1.19583030907432,2.15030674210653,6.18059463280435,1.19583030907432,2.15030674210653
